"","FNA.name","GenandSpec","Relationship","Phylotype","FinalGroup","hb","GCPercent","Size","phage_seqname","max_score","max_score_group","length.checkv","hallmark","rd","phage.filt","checkv.trimmed","checkv.split","checkv.contigs","vib.frag.count"
"231","PaApium_G773c.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","59.42",2011634,"CP020554.1||1_partial_1","0.92","dsDNAphage","26816","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"232","PaApium_G773c.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","59.42",2011634,"CP020554.1||0_partial_1","0.907","dsDNAphage","33108","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"233","PaLarvae_ATCC13537.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.15",4520703,"CP019794.1||3_partial_1","0.9","dsDNAphage","42072","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"234","PaLarvae_ATCC13537.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.15",4520703,"CP019794.1||4_partial_1","0.9","dsDNAphage","21251","5","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"235","PaLarvae_ATCC13537.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.15",4520703,"CP019794.1||2_partial_1","0.9","dsDNAphage","47033","15","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"236","PaLarvae_ATCC13537.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.15",4520703,"CP019794.1||1_partial_1","0.92","dsDNAphage","61080","14","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"237","PaLarvae_ATCC13537.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.15",4520703,"CP019794.1||0_partial_1","0.907","dsDNAphage","56520","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"238","PaLarvae_ATCC9545.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4289950,"CP019687.1||1_partial_1","0.94","dsDNAphage","50193","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"239","PaLarvae_ATCC9545.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4289950,"CP019687.1||4_partial_1","0.9","dsDNAphage","36579","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"240","PaLarvae_ATCC9545.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4289950,"CP019687.1||5_partial_1","0.907","dsDNAphage","30443","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"241","PaLarvae_ATCC9545.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4289950,"CP019687.1||2_partial_1","0.92","dsDNAphage","44110","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"242","PaLarvae_ATCC9545.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4289950,"CP019687.1||0_partial_1","0.9","dsDNAphage","58603","14","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"243","PaLarvae_ATCC9545.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4289950,"CP019687.1||3_partial_1","0.907","dsDNAphage","54452","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"244","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000097.1||full","1","dsDNAphage","10583","9","rd1","phage_pass","same_as_vs2","no","1","1"
"245","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000352.1||full","0.987","dsDNAphage","5737","0","rd1","phage_pass","same_as_vs2","no","1","1"
"246","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000162.1||full","0.993","dsDNAphage","20341","9","rd1","phage_pass","same_as_vs2","no","1","1"
"247","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000008.1||full","1","dsDNAphage","15653","10","rd1","phage_pass","same_as_vs2","no","1","1"
"248","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000221.1||full","0.827","dsDNAphage","6425","0","rd2","phage_pass","same_as_vs2","no","1","1"
"249","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000110.1||full","0.953","dsDNAphage","19291","0","rd1","phage_pass","same_as_vs2","no","1","1"
"250","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000119.1||full","1","dsDNAphage","18402","8","rd1","phage_pass","same_as_vs2","no","1","1"
"251","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000211.1||full_1","0.953","dsDNAphage","6463","2","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"252","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000216.1||full","1","dsDNAphage","6547","7","rd1","phage_pass","same_as_vs2","no","1","1"
"253","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000328.1||full","1","dsDNAphage","5583","4","rd1","phage_pass","same_as_vs2","no","1","1"
"254","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000002.1||0_partial","0.9","dsDNAphage","10311","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"255","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000229.1||full","0.687","dsDNAphage","8146","0","rd2","phage_pass","same_as_vs2","no","1","1"
"256","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000321.1||full","1","dsDNAphage","18930","4","rd1","phage_pass","same_as_vs2","no","1","1"
"257","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000041.1||full","1","dsDNAphage","25754","9","rd1","phage_pass","same_as_vs2","no","1","1"
"258","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000294.1||full","0.987","dsDNAphage","22456","10","rd1","phage_pass","same_as_vs2","no","1","1"
"259","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000319.1||full_1","0.753","dsDNAphage","19116","0","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"260","PaLarvae_B3650.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4352378,"ADZY03000285.1||full","1","dsDNAphage","9571","1","rd1","phage_pass","same_as_vs2","no","1","1"
"261","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981511.1||full","0.813","dsDNAphage","8332","0","rd2","phage_pass","same_as_vs2","no","1","1"
"262","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"AARF01000247.1||full","0.987","dsDNAphage","9376","2","rd1","phage_pass","same_as_vs2","no","1","1"
"263","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981502.1||full","0.987","dsDNAphage","19932","6","rd1","phage_pass","same_as_vs2","no","1","1"
"264","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981396.1||full","0.953","dsDNAphage","19749","0","rd1","phage_pass","same_as_vs2","no","1","1"
"265","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981405.1||full_1","0.873","dsDNAphage","7735","1","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"266","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981455.1||full","1","dsDNAphage","14971","10","rd1","phage_pass","same_as_vs2","no","1","1"
"267","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981398.1||0_partial_1","0.847","dsDNAphage","18649","1","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"268","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981397.1||full","0.927","dsDNAphage","8590","0","rd1","phage_pass","same_as_vs2","no","1","1"
"269","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981519.1||full","0.993","dsDNAphage","12073","8","rd1","phage_pass","same_as_vs2","no","1","1"
"270","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981409.1||full","0.993","dsDNAphage","13794","4","rd1","phage_pass","same_as_vs2","no","1","1"
"271","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981423.1||full_1","0.953","dsDNAphage","6479","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"272","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981435.1||full_1","0.873","dsDNAphage","27490","4","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"273","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"AARF01000123.1||full","0.9","dsDNAphage","15882","0","rd1","phage_pass","same_as_vs2","no","1","1"
"274","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981374.1||full_1","0.953","dsDNAphage","17574","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"275","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981467.1||full","0.947","dsDNAphage","18983","0","rd1","phage_pass","same_as_vs2","no","1","1"
"276","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981386.1||full_1","0.953","dsDNAphage","20344","2","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"277","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981474.1||full_1","0.993","dsDNAphage","16326","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"278","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981432.1||full","0.973","dsDNAphage","13942","1","rd1","phage_pass","same_as_vs2","no","1","1"
"279","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"AARF01000085.1||full","0.88","dsDNAphage","6111","0","rd2","phage_pass","same_as_vs2","no","1","1"
"280","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"AARF01000119.1||full","1","dsDNAphage","23796","10","rd1","phage_pass","same_as_vs2","no","1","1"
"281","PaLarvae_BRL230010.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.49",4033192,"CH981373.1||full_1","0.987","dsDNAphage","64890","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"282","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020327.1||3_partial_1","0.9","dsDNAphage","25834","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"283","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020328.1||0_partial","0.92","dsDNAphage","31048","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"284","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020327.1||2_partial_1","0.9","dsDNAphage","54148","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"285","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020327.1||5_partial","0.907","dsDNAphage","9732","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"286","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020327.1||0_partial_2","0.9","dsDNAphage","42288","33","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","2","1"
"287","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020327.1||1_partial_1","0.9","dsDNAphage","44799","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"288","PaLarvae_CCM38.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.16",4444206,"CP020327.1||0_partial_1","0.9","dsDNAphage","101729","33","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","2","2"
"289","PaLarvae_DSM25430_2.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","45.01",4054587,"CP019652.1||2_partial_1","0.9","dsDNAphage","28027","6","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"290","PaLarvae_DSM25430_2.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","45.01",4054587,"CP019652.1||3_partial_1","0.88","dsDNAphage","9285","1","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"291","PaLarvae_DSM25430_2.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","45.01",4054587,"CP019652.1||0_partial_1","0.927","dsDNAphage","59589","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"292","PaLarvae_DSM25430_2.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","45.01",4054587,"CP019652.1||1_partial_1","0.893","dsDNAphage","30938","3","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"293","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||4_partial_1","0.987","dsDNAphage","82374","13","rd1","phage_pass","trimmed_by_checkv","no","1","2"
"294","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||6_partial_1","0.907","dsDNAphage","30581","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"295","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||5_partial_1","0.9","dsDNAphage","25109","18","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"296","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||0_partial_1","0.9","dsDNAphage","188984","25","rd1","phage_pass","trimmed_by_checkv","no","1","3"
"297","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000005.1||full","0.993","dsDNAphage","12828","3","rd1","phage_pass","same_as_vs2","no","1","1"
"298","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||1_partial_1","0.9","dsDNAphage","97617","22","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"299","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||3_partial_1","0.92","dsDNAphage","41619","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"300","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||2_partial_1","0.9","dsDNAphage","57086","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"301","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000001.1||7_partial","0.9","dsDNAphage","10311","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"302","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000002.1||0_partial_1","0.96","dsDNAphage","57063","10","rd1","phage_pass","trimmed_by_checkv","no","1","2"
"303","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000006.1||full","0.953","dsDNAphage","8980","0","rd1","phage_pass","same_as_vs2","no","1","1"
"304","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000007.1||full","0.987","dsDNAphage","8078","0","rd1","phage_pass","same_as_vs2","no","1","1"
"305","PaLarvae_DSM25719.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.08",4579589,"ADFW01000003.1||full_1","0.92","dsDNAphage","13475","1","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","2","1"
"306","PaLarvae_ERICI.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.17",4288947,"CP019651.1||5_partial_1","0.9","dsDNAphage","23975","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"307","PaLarvae_ERICI.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.17",4288947,"CP019651.1||0_partial_1","0.9","dsDNAphage","49390","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"308","PaLarvae_ERICI.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.17",4288947,"CP019651.1||4_partial_1","0.907","dsDNAphage","37726","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"309","PaLarvae_ERICI.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.17",4288947,"CP019651.1||1_partial_1","0.9","dsDNAphage","52289","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"310","PaLarvae_ERICI.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.17",4288947,"CP019651.1||3_partial_1","0.907","dsDNAphage","39043","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"311","PaLarvae_ERICI.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.17",4288947,"CP019651.1||2_partial_1","0.9","dsDNAphage","50840","14","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"312","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||2_partial_1","0.913","dsDNAphage","54149","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"313","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||4_partial_1","0.9","dsDNAphage","21257","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"314","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||1_partial_1","0.9","dsDNAphage","47982","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"315","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||0_partial_3","0.907","dsDNAphage","42289","42","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","3","1"
"316","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||0_partial_1","0.907","dsDNAphage","43927","42","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","3","1"
"317","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||0_partial_2","0.907","dsDNAphage","102548","42","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","3","2"
"318","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019655.1||3_partial_1","0.927","dsDNAphage","44586","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"319","PaLarvae_EricIII.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44",4701977,"CP019656.1||full","0.9","dsDNAphage","95109","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"320","PaLarvae_EricIV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.2",4378174,"CP019659.1||2_partial_1","0.9","dsDNAphage","44482","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"321","PaLarvae_EricIV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.2",4378174,"CP019659.1||1_partial_1","0.913","dsDNAphage","54149","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"322","PaLarvae_EricIV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.2",4378174,"CP019659.1||4_partial_1","0.9","dsDNAphage","22523","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"323","PaLarvae_EricIV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.2",4378174,"CP019659.1||3_partial_1","0.907","dsDNAphage","40697","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"324","PaLarvae_EricIV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.2",4378174,"CP019659.1||5_partial","0.907","dsDNAphage","9732","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"325","PaLarvae_EricIV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.2",4378174,"CP019659.1||0_partial_1","0.907","dsDNAphage","42103","15","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"326","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||3_partial_1","0.9","dsDNAphage","41260","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"327","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||5_partial_1","0.9","dsDNAphage","24386","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"328","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||2_partial_1","0.907","dsDNAphage","39615","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"329","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||4_partial_1","0.92","dsDNAphage","39150","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"330","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019718.1||full","0.987","dsDNAphage","44919","3","rd1","phage_pass","same_as_vs2","no","1","1"
"331","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||6_partial_1","0.927","dsDNAphage","26145","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"332","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||0_partial_2","0.9","dsDNAphage","117278","39","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","3","2"
"333","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||1_partial_2","0.9","dsDNAphage","42067","16","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","2","1"
"334","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||0_partial_1","0.9","dsDNAphage","44394","39","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","3","1"
"335","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019719.1||full_1","1","dsDNAphage","38165","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"336","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||1_partial_1","0.9","dsDNAphage","59853","16","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","2","1"
"337","PaLarvae_EricV.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.03",4800872,"CP019717.1||0_partial_3","0.9","dsDNAphage","36243","39","rd1","phage_pass","trimmed_by_checkv","split_by_checkv","3","1"
"338","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000049.1||full_1","0.947","dsDNAphage","25515","0","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"339","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000091.1||full","1","dsDNAphage","5391","7","rd1","phage_pass","same_as_vs2","no","1","1"
"340","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000089.1||full","0.987","dsDNAphage","5596","1","rd1","phage_pass","same_as_vs2","no","1","1"
"341","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000036.1||full_1","0.98","dsDNAphage","37726","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"342","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000041.1||full_1","0.987","dsDNAphage","20207","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
