"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"9408","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00009","Ph","-","-","phrog_78","tail terminator","-"
"9409","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00012","Ph","-","-","phrog_40","head-tail adaptor Ad1","-"
"9410","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00001","S","4QEHA","","-","-","-"
"9411","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00011","Ph","-","-","phrog_25","head closure Hc1","-"
"9412","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00002","S","4QCNP","","-","-","-"
"9413","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00010","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"9414","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00003","Ph","-","-","phrog_5339","virion structural protein","-"
"9415","Paenibacillus larvae","LAWY01000065.1||full","LAWY01000065.1||full__00013","Ph","-","-","phrog_10","major head protein","-"
"9416","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00006","Ph","-","-","phrog_1299","holin","-"
"9417","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00012","Ph","-","-","phrog_538","minor tail protein","-"
"9418","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00013","Ph","-","-","phrog_36410",NA,"-"
"9419","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00014","Ph","-","-","phrog_1272","tail length tape measure protein","-"
"9420","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00003","S","3387T","YolD-like protein","-","-","-"
"9421","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00007","Ph","-","-","phrog_3088","amidase","-"
"9422","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00008","Ph","-","-","phrog_2429","involved in bacteriocin production or immunity","Unspecified Moron"
"9423","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00019","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"9424","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00004","S","33XAK","unknown","-","-","-"
"9425","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00009","Ph","-","-","",NA,"-"
"9426","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00017","Ph","-","-","phrog_1407","major tail protein","-"
"9427","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00002","S","33BHJ","unknown","-","-","-"
"9428","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00018","Ph","-","-","phrog_176","tail terminator","-"
"9429","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00005","N","COG5555","FG-GAP repeat","-","-","-"
"9430","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00001","S","2ZN3F","unknown","-","-","-"
"9431","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00011","Ph","-","-","phrog_1220","head protein","-"
"9432","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00010","S","4QCNP","","-","-","-"
"9433","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00016","0","","","-","-","-"
"9434","Paenibacillus larvae","LAWY01000067.1||full","LAWY01000067.1||full__00015","S","32XJQ","unknown","-","-","-"
"9435","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00015","S","4QDAG","","-","-","-"
"9436","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00011","S","4QGFE","","-","-","-"
"9437","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00013","S","4QBPM","","-","-","-"
"9438","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00016","Ph","-","-","phrog_248","transcriptional activator","-"
"9439","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00006","Ph","-","-","phrog_2780","RecT-like ssDNA annealing protein","-"
"9440","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00017","S","33BWX","unknown","-","-","-"
"9441","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00010","Ph","-","-","phrog_19","DnaB-like replicative helicase","-"
"9442","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00001","Ph","-","-","phrog_130","anti-repressor Ant","-"
"9443","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00005","S","4QG2D","","-","-","-"
"9444","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00012","S","4QAIJ","C-5 cytosine-specific DNA methylase","-","-","-"
"9445","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00018","Ph","-","-","phrog_497","toxin-antitoxin system HicB-like","Unspecified Moron"
"9446","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00004","0","","","-","-","-"
"9447","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00009","Ph","-","-","phrog_2514","DnaD-like helicase loader","-"
"9448","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00007","J","arCOG00502","PFAM beta-lactamase domain protein","-","-","-"
"9449","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00008","S","4QAII","","-","-","-"
"9450","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00003","S","4QE9S","","-","-","-"
"9451","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00014","Ph","-","-","phrog_159","RuvC-like Holliday junction resolvase","-"
"9452","Paenibacillus larvae","LAWY01000071.1||full","LAWY01000071.1||full__00002","0","","","-","-","-"
"9453","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00006","S","4QCNP","","-","-","-"
"9454","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00001","S","301EI","STAS-like domain of unknown function (DUF4325)","-","-","-"
"9455","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00003","Ph","-","-","phrog_3088","amidase","-"
"9456","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00005","S","4QEHA","","-","-","-"
"9457","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00010","Ph","-","-","phrog_1272","tail length tape measure protein","-"
"9458","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00009","Ph","-","-","phrog_33","distal tail protein Dit","-"
"9459","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00013","Ph","-","-","phrog_1407","major tail protein","-"
"9460","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00012","0","","","-","-","-"
"9461","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00011","S","32XJQ","unknown","-","-","-"
"9462","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00007","Ph","-","-","phrog_5339","virion structural protein","-"
"9463","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00004","Ph","-","-","phrog_2429","involved in bacteriocin production or immunity","Unspecified Moron"
"9464","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00002","Ph","-","-","phrog_1299","holin","-"
"9465","Paenibacillus larvae","LAWY01000075.1||full","LAWY01000075.1||full__00008","Ph","-","-","phrog_538","minor tail protein","-"
"9466","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00002","Ph","-","-","phrog_10","major head protein","-"
"9467","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00007","Ph","-","-","phrog_119","HNH endonuclease","-"
"9468","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00005","Ph","-","-","phrog_9","terminase large subunit","-"
"9469","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00004","Ph","-","-","phrog_12","portal protein","-"
"9470","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00006","Ph","-","-","phrog_361","terminase small subunit","-"
"9471","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00003","Ph","-","-","phrog_94","head maturation protease","-"
"9472","Paenibacillus larvae","LAWY01000084.1||full","LAWY01000084.1||full__00001","Ph","-","-","phrog_40","head-tail adaptor Ad1","-"
"9473","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00008","K","2ZD9D","Helix-turn-helix domain","-","-","-"
"9474","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00002","0","","","-","-","-"
"9475","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00009","Ph","-","-","phrog_4","transcriptional repressor","-"
"9476","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00007","0","","","-","-","-"
"9477","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00001","0","","","-","-","-"
"9478","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00011","0","","","-","-","-"
"9479","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00003","S","34AHR","Helix-turn-helix domain","-","-","-"
"9480","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00006","S","331QR","unknown","-","-","-"
"9481","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00010","Ph","-","-","phrog_95","integrase","-"
"9482","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00004","Ph","-","-","phrog_63","anti-repressor Ant","-"
"9483","Paenibacillus larvae","LAWY01000089.1||full","LAWY01000089.1||full__00005","S","348UT","unknown","-","-","-"
"9484","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00006","Ph","-","-","phrog_12","portal protein","-"
"9485","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00004","Ph","-","-","phrog_10","major head protein","-"
"9486","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00001","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"9487","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00007","Ph","-","-","phrog_2699","terminase large subunit","-"
"9488","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00005","Ph","-","-","phrog_94","head maturation protease","-"
"9489","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00003","Ph","-","-","phrog_40","head-tail adaptor Ad1","-"
"9490","Paenibacillus larvae","LAWY01000091.1||full","LAWY01000091.1||full__00002","Ph","-","-","phrog_25","head closure Hc1","-"
"9532","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00001","Ph","-","-","phrog_1268","DNA polymerase","-"
"9533","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00031","0","","","-","-","-"
"9534","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00007","0","","","-","-","-"
"9535","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00009","Ph","-","-","phrog_2229","head maturation protease","-"
"9536","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00011","Ph","-","-","phrog_264","major head protein","-"
"9537","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00018","Ph","-","-","phrog_1964","virion structural protein","-"
"9538","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00028","0","","","-","-","-"
"9539","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00012","S","32Y03","unknown","-","-","-"
"9540","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00017","Ph","-","-","phrog_205","tail sheath","-"
"9541","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00022","S","333I4","unknown","-","-","-"
"9542","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00008","Ph","-","-","phrog_146","portal protein","-"
"9543","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00033","Ph","-","-","phrog_6","baseplate wedge subunit","-"
"9544","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00004","0","","","-","-","-"
"9545","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00005","Ph","-","-","phrog_1482","terminase small subunit","-"
"9546","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00026","0","","","-","-","-"
"9547","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00013","Ph","-","-","phrog_302","virion structural protein","-"
"9548","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00006","Ph","-","-","phrog_3717","terminase large subunit","-"
"9549","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00037","0","","","-","-","-"
"9550","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00025","S","4QG2P","","-","-","-"
"9551","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00016","S","32RQX","unknown","-","-","-"
"9552","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00024","Ph","-","-","phrog_196","baseplate hub","-"
"9553","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00035","Ph","-","-","phrog_12796","tail fiber protein","-"
"9554","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00034","Ph","-","-","phrog_587","structural protein","-"
"9555","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00014","0","","","-","-","-"
"9556","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00032","Ph","-","-","phrog_120","baseplate wedge subunit","-"
"9557","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00030","0","","","-","-","-"
"9558","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00021","0","","","-","-","-"
"9559","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00010","Ph","-","-","phrog_2122","minor head protein","-"
"9560","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00029","0","","","-","-","-"
"9561","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00003","0","","","-","-","-"
"9562","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00036","0","","","-","-","-"
"9563","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00038","0","","","-","-","-"
"9564","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00020","S","33MNY","unknown","-","-","-"
"9565","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00002","Ph","-","-","phrog_4","transcriptional repressor","-"
"9566","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00027","0","","","-","-","-"
"9567","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00015","Ph","-","-","phrog_1912","head protein","-"
"9568","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00023","Ph","-","-","phrog_349","virion structural protein","-"
"9569","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00039","0","","","-","-","-"
"9570","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00041","Ph","-","-","phrog_873","endolysin","-"
"9571","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00040","0","","","-","-","-"
"9572","Bombella apis","LMYI01000002.1||0_partial_1","LMYI01000002.1||0_partial_1__00019","Ph","-","-","phrog_1932","tail assembly chaperone","-"
"9614","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00023","0","","","-","-","-"
"9615","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00005","S","2ZM2X","unknown","-","-","-"
"9616","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00024","0","","","-","-","-"
"9617","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00020","Ph","-","-","phrog_1281",NA,"-"
"9618","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00022","0","","","-","-","-"
"9619","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00027","Ph","-","-","phrog_270","replication initiation protein","-"
"9620","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00032","Ph","-","-","phrog_4","transcriptional repressor","-"
"9621","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00015","Ph","-","-","phrog_334","major head protein","-"
"9622","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00029","Ph","-","-","phrog_4","transcriptional repressor","-"
"9623","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00028","0","","","-","-","-"
"9624","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00003","Ph","-","-","phrog_7","endolysin","-"
"9625","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00018","Ph","-","-","phrog_3717","terminase large subunit","-"
"9626","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00007","S","3142D","unknown","-","-","-"
"9627","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00033","K","33B87","unknown","-","-","-"
"9628","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00017","Ph","-","-","phrog_156","portal protein","-"
"9629","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00013","S","33HID","unknown","-","-","-"
"9630","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00034","0","","","-","-","-"
"9631","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00025","S","335Q1","genomic island protein Bartonella henselae str. Houston-1 gi 49238509 emb CAF27741.1 and to","-","-","-"
"9632","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00004","S","30KA9","unknown","-","-","-"
"9633","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00016","S","314ZI","unknown","-","-","-"
"9634","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00031","Ph","-","-","phrog_4","transcriptional repressor","-"
"9635","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00011","S","30THV","unknown","-","-","-"
"9636","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00026","Ph","-","-","phrog_18745",NA,"-"
"9637","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00009","0","","","-","-","-"
"9638","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00021","S","33J1W","unknown","-","-","-"
"9639","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00012","Ph","-","-","phrog_3287","virion structural protein","-"
"9640","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00010","Ph","-","-","phrog_4287","DNA ejection protein","-"
"9641","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00030","0","","","-","-","-"
"9642","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00008","Ph","-","-","phrog_523","tail collar fiber protein","-"
"9643","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00019","0","","","-","-","-"
"9644","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00014","0","","","-","-","-"
"9645","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00006","0","","","-","-","-"
"9646","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00001","Ph","-","-","phrog_2359","holin","-"
"9647","Bartonella apis","LXYS01000002.1||0_partial_1","LXYS01000002.1||0_partial_1__00002","S","2ZRTH","unknown","-","-","-"
"9648","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00049","S","COG4877","unknown","-","-","-"
"9649","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00043","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"9650","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00012","0","","","-","-","-"
"9651","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00014","0","","","-","-","-"
"9652","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00020","Ph","-","-","phrog_7785","HNH endonuclease","-"
"9653","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00060","0","","","-","-","-"
"9654","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00022","S","313X0","unknown","-","-","-"
"9655","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00017","Ph","-","-","phrog_149","exonuclease","-"
"9656","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00005","Ph","-","-","phrog_1571","HNH endonuclease","-"
"9657","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00034","0","","","-","-","-"
"9658","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00040","S","31CMM","unknown","-","-","-"
"9659","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00030","0","","","-","-","-"
"9660","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00021","0","","","-","-","-"
"9661","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00050","Ph","-","-","phrog_5817","anti-repressor Ant","-"
"9662","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00032","S","335Q1","genomic island protein Bartonella henselae str. Houston-1 gi 49238509 emb CAF27741.1 and to","-","-","-"
"9663","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00019","0","","","-","-","-"
"9664","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00010","0","","","-","-","-"
"9665","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00037","Ph","-","-","phrog_12","portal protein","-"
"9666","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00052","0","","","-","-","-"
"9667","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00009","0","","","-","-","-"
"9668","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00004","0","","","-","-","-"
"9669","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00027","S","2Z9MR","unknown","-","-","-"
"9670","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00018","Ph","-","-","phrog_155","Erf-like ssDNA annealing protein","-"
"9671","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00015","Ph","-","-","phrog_72","NinB/ Orf homologous recombination mediator","-"
"9672","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00054","Ph","-","-","phrog_1302","distal tail protein","-"
"9673","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00038","Ph","-","-","phrog_80","head maturation protease","-"
"9674","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00044","Ph","-","-","phrog_176","tail terminator","-"
"9675","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00041","Ph","-","-","phrog_442","head-tail adaptor","-"
"9676","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00003","Ph","-","-","phrog_2790","excisionase and transcriptional regulator","-"
"9677","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00059","S","2ZXWC","unknown","-","-","-"
"9678","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00062","S","32CT5","unknown","-","-","-"
"9679","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00064","S","2ZRTH","unknown","-","-","-"
"9680","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00013","0","","","-","-","-"
"9681","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00061","S","32B9C","unknown","-","-","-"
"9682","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00053","Ph","-","-","phrog_17300","tail length tape measure protein","-"
"9683","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00065","0","","","-","-","-"
"9684","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00055","Ph","-","-","phrog_2048","tail protein","-"
"9685","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00011","Ph","-","-","phrog_333","HNH endonuclease","-"
"9686","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00039","Ph","-","-","phrog_10","major head protein","-"
"9687","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00036","Ph","-","-","phrog_9","terminase large subunit","-"
"9688","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00002","Ph","-","-","phrog_1","integrase","-"
"9689","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00026","S","COG3750","Belongs to the UPF0335 family","-","-","-"
"9690","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00047","0","","","-","-","-"
"9691","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00008","0","","","-","-","-"
"9692","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00025","Ph","-","-","phrog_18745",NA,"-"
"9693","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00057","Ph","-","-","phrog_5616","tail fiber protein","-"
"9694","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00051","S","3111F","unknown","-","-","-"
"9695","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00007","0","","","-","-","-"
"9696","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00031","S","4QG00","","-","-","-"
"9697","Bartonella apis","LXYS01000004.1||0_partial_1","LXYS01000004.1||0_partial_1__00046","Ph","-","-","phrog_8985","tail tube protein","-"
