FNA File,Organism_BS,Organism_AS,Filename_BS,Filename_AS,Assembly-name_AS,Strain_AS,Taxid_AS,BioSample_AS,BioProject_AS,Submitter_AS,Date_AS,Assembly-type_AS,Release-type_AS,Assembly-level_AS,Genome-representation_AS,Assembly-method_AS,Genome-coverage_AS,Sequencing-technology_AS,RefSeq-category_AS,GenBank-assembly-accession_AS,RefSeq-assembly-accession_AS,RefSeq-assembly-and-GenBank-assemblies-identical_AS,BioSample_BS,SampleName_BS,SRA_BS,/strain_BS,/collection-date_BS,/broad-scale-environmental-context_BS,/local-scale-environmental-context_BS,/environmental-medium_BS,/geographic-location_BS,/host_BS,/isolation-and-growth-condition_BS,/latitude-and-longitude_BS,/number-of-replicons_BS,/reference-for-biomaterial_BS,WGS-project_AS,Expected-final-version_AS,Relation-to-type-material_AS,/type-material_BS,/isolation-source_BS,/collected-by_BS,/sample-type_BS,/culture-collection_BS,/biomaterial-provider_BS,/Assembly-Method_BS,/Assembly-Name_BS,/Genome-Coverage_BS,/Sequencing-Technology_BS,/identified-by_BS,/host-disease_BS,Isolate_AS,Excluded-from-RefSeq_AS,/enviironmental-sample_BS,/metagenomic_BS,/isolate_BS,/note_BS,Single-cell-amplification_AS,/investigation-type_BS,/project-name_BS,/environmental-package_BS,/host-tissue-sampled_BS,/sample-name_BS,/estimated-size_BS,/locus_tag_prefix_BS,/altitude_BS,/temperature_BS,/Host-health_BS,/host-description_BS,/Alias_BS,/Broker-name_BS,/ENA-checklist_BS,/INSDC-center-alias_BS,/INSDC-center-name_BS,/INSDC-first-public_BS,/INSDC-last-update_BS,/INSDC-status_BS,/SRA-accession_BS,/Title_BS,/host-growth-conditions_BS,/host-life-stage_BS,/host-sex_BS,/genotype_BS,/Misc._BS,/sub-species_BS,/component-organism_BS,/substrain_BS,/subsource-note_BS,Reference-guided-assembly_AS,/finishing-strategy-(depth-of-coverage)_BS,/sop_BS,/project_type_BS,/source-material-identifiers_BS,/misc_param:-HMP-body-site_BS,/nucleic-acid-extraction_BS,/host-taxonomy-ID_BS,/assembly_BS,/misc_param:-HMP-supersite_BS,/sequencing-method_BS
SnAlvi_Fer12.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Fer12_BS.txt,SnAlvi_Fer12_AS.txt,ASM277741v1,Fer1-2,1196083,SAMN05607040,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777415.1,GCF_002777415.1,yes,SAMN05607040,SA_Fer1-2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05607040; Sample name: SA_Fer1-2",Fer1-2,2014,N/A,N/A,N/A,USA,Bombus fervidus,N/A,N/A,N/A,N/A,MDVE01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Fer22.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Fer22_BS.txt,SnAlvi_Fer22_AS.txt,ASM277748v1,Fer2-2,1196083,SAMN05607042,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777485.1,GCF_002777485.1,yes,SAMN05607042,SA_Fer2-2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05607042; Sample name: SA_Fer2-2",Fer2-2,2014,N/A,N/A,N/A,USA,Bombus fervidus,N/A,N/A,N/A,N/A,MDVF01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Fer42.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Fer42_BS.txt,SnAlvi_Fer42_AS.txt,ASM277749v1,Fer4-2,1196083,SAMN05607048,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777495.1,GCF_002777495.1,yes,SAMN05607048,SA_Fer4-2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05607048; Sample name: SA_Fer4-2",Fer4-2,2014,N/A,N/A,N/A,USA,Bombus fervidus,N/A,N/A,N/A,N/A,MDVG01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,genome length too large,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Gris13.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Gris13_BS.txt,SnAlvi_Gris13_AS.txt,ASM277752v1,Gris1-3,1196083,SAMN05607050,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777525.1,GCF_002777525.1,yes,SAMN05607050,SA_Gris1-3,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05607050; Sample name: SA_Gris1-3",Gris1-3,2014,N/A,N/A,N/A,USA,Bombus griseocollis,N/A,N/A,N/A,N/A,MDVH01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Gris16.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Gris16_BS.txt,SnAlvi_Gris16_AS.txt,ASM277761v1,Gris1-6,1196083,SAMN05607053,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777615.1,GCF_002777615.1,yes,SAMN05607053,SA_Gris1-6,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05607053; Sample name: SA_Gris1-6",Gris1-6,2014,N/A,N/A,N/A,USA,Bombus griseocollis,N/A,N/A,N/A,N/A,MDVI01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Gris234.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Gris234_BS.txt,SnAlvi_Gris234_AS.txt,ASM277733v1,Gris2-3-4,1196083,SAMN05606424,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777335.1,GCF_002777335.1,yes,SAMN05606424,SA_Gris2-3-4,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05606424; Sample name: SA_Gris2-3-4",Gris2-3-4,2012,N/A,N/A,N/A,"USA: New Haven, CT",Bombus griseocollis,N/A,N/A,N/A,N/A,MDUY01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Gris34.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Gris34_BS.txt,SnAlvi_Gris34_AS.txt,ASM277759v1,Gris3-4,1196083,SAMN05607058,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,20.0x,Illumina MiSeq,N/A,GCA_002777595.1,GCF_002777595.1,yes,SAMN05607058,SA_Gris3-4,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05607058; Sample name: SA_Gris3-4",Gris3-4,2014,N/A,N/A,N/A,USA,Bombus griseocollis,N/A,N/A,N/A,N/A,MDVJ01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_HK3.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_HK3_BS.txt,SnAlvi_HK3_AS.txt,ASM277770v1,HK3,1196083,SAMN05609468,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,40.0x,Illumina MiSeq,N/A,GCA_002777705.1,GCF_002777705.1,yes,SAMN05609468,SA_HK3,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05609468; Sample name: SA_HK3",HK3,2014,N/A,N/A,N/A,USA,Bombus pensylvanicus,N/A,N/A,N/A,N/A,MEIU01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_HK9x.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_HK9x_BS.txt,SnAlvi_HK9x_AS.txt,ASM277779v1,HK9x,1196083,SAMN05609469,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,40.0x,Illumina MiSeq,N/A,GCA_002777795.1,GCF_002777795.1,yes,SAMN05609469,SA_HK9x,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05609469; Sample name: SA_HK9x",HK9x,2014,N/A,N/A,N/A,USA,Bombus pensylvanicus,N/A,N/A,N/A,N/A,MEIT01,no,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_MS13.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_MS13_BS.txt,SnAlvi_MS13_AS.txt,ASM277792v1,MS1-3,1196083,SAMN05661198,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Scaffold,full,Velvet v. 1.2.10,20.0x,Illumina MiSeq,N/A,GCA_002777925.1,GCF_002777925.1,yes,SAMN05661198,SA_MS1-3v2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05661198; Sample name: SA_MS1-3v2",MS1-3,Feb-14,N/A,N/A,N/A,"USA: Austin, TX",Apis mellifera,N/A,N/A,N/A,N/A,MEIX01,no,N/A,N/A,N/A,Margaret Steele,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_N23.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_N23_BS.txt,SnAlvi_N23_AS.txt,ASM208865v1,N-23,1196083,SAMN05603572,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,17.0x,Illumina MiSeq,N/A,GCA_002088655.1,GCF_002088655.1,yes,SAMN05603572,N-23,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603572; Sample name: N-23",N-23,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHQ01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_N9.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_N9_BS.txt,SnAlvi_N9_AS.txt,ASM208857v1,N9,1196083,SAMN05603566,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,23.0x,Illumina MiSeq,N/A,GCA_002088575.1,GCF_002088575.1,yes,SAMN05603566,N9,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603566; Sample name: N9",N9,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHK01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NS1.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NS1_BS.txt,SnAlvi_NS1_AS.txt,ASM208875v1,N-S1,1196083,SAMN05603567,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,29.0x,Illumina MiSeq,N/A,GCA_002088755.1,GCF_002088755.1,yes,SAMN05603567,N-S1,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603567; Sample name: N-S1",N-S1,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHL01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NS2.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NS2_BS.txt,SnAlvi_NS2_AS.txt,ASM208859v1,N-S2,1196083,SAMN05603568,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,23.0x,Illumina MiSeq,N/A,GCA_002088595.1,GCF_002088595.1,yes,SAMN05603568,N-S2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603568; Sample name: N-S2",N-S2,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHM01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NS3.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NS3_BS.txt,SnAlvi_NS3_AS.txt,ASM208863v1,N-S3,1196083,SAMN05603569,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,27.0x,Illumina MiSeq,N/A,GCA_002088635.1,GCF_002088635.1,yes,SAMN05603569,N-S3,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603569; Sample name: N-S3",N-S3,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHN01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NS4.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NS4_BS.txt,SnAlvi_NS4_AS.txt,ASM208866v1,N-S4,1196083,SAMN05603570,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,40.0x,Illumina MiSeq,N/A,GCA_002088665.1,GCF_002088665.1,yes,SAMN05603570,N-S4,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603570; Sample name: N-S4",N-S4,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHO01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NS5.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NS5_BS.txt,SnAlvi_NS5_AS.txt,ASM208876v1,N-S5,1196083,SAMN05603571,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,30.0x,Illumina MiSeq,N/A,GCA_002088765.1,GCF_002088765.1,yes,SAMN05603571,N-S5,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603571; Sample name: N-S5",N-S5,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHP01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NW4.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NW4_BS.txt,SnAlvi_NW4_AS.txt,ASM208852v1,N-W4,1196083,SAMN05603564,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,33.0x,Illumina MiSeq,N/A,GCA_002088525.1,GCF_002088525.1,yes,SAMN05603564,N-W4,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603564; Sample name: N-W4",N-W4,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHI01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_NW7.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_NW7_BS.txt,SnAlvi_NW7_AS.txt,ASM208855v1,N-W7,1196083,SAMN05603565,PRJNA339423,Norwegian University of Life Sciences (NMBU),4/13/17,na,major,Contig,full,SPAdes v. 3.0,21.0x,Illumina MiSeq,N/A,GCA_002088555.1,GCF_002088555.1,yes,SAMN05603565,N-W7,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05603565; Sample name: N-W7",N-W7,2011-07,fields,Beehive,Gut,Norway:Aas,Apis mellifera,missing,not collected,Not applicable,missing,NAHJ01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Nev3CBA3.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Nev3CBA3_BS.txt,SnAlvi_Nev3CBA3_AS.txt,ASM277757v1,Nev3CBA3,1196083,SAMN05609470,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,40.0x,Illumina MiSeq,N/A,GCA_002777575.1,GCF_002777575.1,yes,SAMN05609470,SA_Nev3CBA3,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05609470; Sample name: SA_Nev3CBA3",Nev3CBA3,2014,N/A,N/A,N/A,USA,Bombus nevadensis,N/A,N/A,N/A,N/A,MEIS01,yes,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SnAlvi_Nev42.fna,Snodgrassella alvi,Snodgrassella alvi (b-proteobacteria),SnAlvi_Nev42_BS.txt,SnAlvi_Nev42_AS.txt,ASM277782v1,Nev4-2,1196083,SAMN05609471,PRJNA339751,University of Texas at Austin,11/16/17,na,major,Contig,full,MaSuRCA v. JAN-2016,40.0x,Illumina MiSeq,N/A,GCA_002777825.1,GCF_002777825.1,yes,SAMN05609471,SA_Nev4-2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05609471; Sample name: SA_Nev4-2",Nev4-2,2014,N/A,N/A,N/A,USA,Bombus nevadensis,N/A,N/A,N/A,N/A,MEIR01,yes,N/A,N/A,N/A,Hauke Koch,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
