input_vs2	checkv_name	length.checkv
NAHU01000184.1||full	NAHU01000184.1||full	4422
NAHU01000219.1||full	NAHU01000219.1||full	2630
NAHU01000239.1||full	NAHU01000239.1||full	1367
NAHU01000260.1||full	NAHU01000260.1||full	1824
NAHU01000284.1||full	NAHU01000284.1||full	1559
NAHU01000050.1||full	NAHU01000050.1||full	16311
NAHU01000086.1||full	NAHU01000086.1||full	10773
NAHU01000095.1||full	NAHU01000095.1||full	10223
NAHV01000100.1||full	NAHV01000100.1||full	1824
NAHV01000043.1||full	NAHV01000043.1||full	19574
NAHV01000072.1||full	NAHV01000072.1||full	6827
NAHV01000074.1||full	NAHV01000074.1||full	6931
NAHV01000082.1||full	NAHV01000082.1||full	4548
NAHR01000051.1||full	NAHR01000051.1||full	19574
NAHR01000070.1||full	NAHR01000070.1||full	6931
NAHR01000086.1||full	NAHR01000086.1||full	2368
NAHR01000088.1||full	NAHR01000088.1||full	1824
NAHS01000123.1||full	NAHS01000123.1||full	6201
NAHS01000135.1||full	NAHS01000135.1||full	7023
NAHS01000162.1||full	NAHS01000162.1||full	5832
NAHS01000175.1||full	NAHS01000175.1||full	5460
NAHS01000181.1||full	NAHS01000181.1||full	5305
NAHS01000186.1||full	NAHS01000186.1||full	5356
NAHS01000199.1||full	NAHS01000199.1||full	4769
NAHS01000218.1||full	NAHS01000218.1||full	3228
NAHS01000219.1||full	NAHS01000219.1||full	4157
NAHS01000230.1||full	NAHS01000230.1||full	3955
NAHS01000239.1||full	NAHS01000239.1||full	3513
NAHS01000253.1||full	NAHS01000253.1||full	3518
NAHS01000254.1||full	NAHS01000254.1||full	2630
NAHS01000264.1||full	NAHS01000264.1||full	3354
NAHS01000265.1||full	NAHS01000265.1||full	3237
NAHS01000282.1||full	NAHS01000282.1||full	1367
NAHS01000316.1||full	NAHS01000316.1||full	2293
NAHS01000320.1||full	NAHS01000320.1||full	2252
NAHS01000337.1||full	NAHS01000337.1||full	1735
NAHS01000038.1||full	NAHS01000038.1||full	16469
LZHN01000010.1||full	LZHN01000010.1||full	33672
LZHN01000017.1||full	LZHN01000017.1||full	1634
LZHN01000026.1||full	LZHN01000026.1||full	29202
LZHN01000030.1||full	LZHN01000030.1||full	30862
LZHN01000031.1||full	LZHN01000031.1||full	2609
LZHN01000047.1||full	LZHN01000047.1||full	9057
LZHN01000049.1||full	LZHN01000049.1||full	15121
LZHN01000068.1||full	LZHN01000068.1||full	6166
LZHN01000089.1||full	LZHN01000089.1||full	17932
LZHN01000090.1||full	LZHN01000090.1||full	5060
LZHO01000002.1||full	LZHO01000002.1||full	8273
LZHO01000003.1||full	LZHO01000003.1||full	5598
LZHO01000012.1||full	LZHO01000012.1||full	10136
LZHO01000036.1||full	LZHO01000036.1||full	8542
LZHO01000054.1||full	LZHO01000054.1||full	8408
LZHO01000058.1||full	LZHO01000058.1||full	5456
LZHO01000063.1||full	LZHO01000063.1||full	1685
LZHO01000086.1||full	LZHO01000086.1||full	29308
LZHO01000090.1||full	LZHO01000090.1||full	7620
LZHP01000005.1||full	LZHP01000005.1||full	35365
LZHP01000081.1||full	LZHP01000081.1||full	3129
LZHP01000093.1||full	LZHP01000093.1||full	5571
LZHP01000099.1||full	LZHP01000099.1||full	8887
LZHR01000011.1||full	LZHR01000011.1||full	2205
LZHR01000048.1||full	LZHR01000048.1||full	2588
LZHR01000049.1||full	LZHR01000049.1||full	22438
LZHR01000057.1||full	LZHR01000057.1||full	4418
LZHR01000065.1||full	LZHR01000065.1||full	16000
LZHR01000077.1||full	LZHR01000077.1||full	10202
LZHR01000081.1||full	LZHR01000081.1||full	7977
LZGJ01000046.1||full	LZGJ01000046.1||full	29739
JAIM01000054.1||full	JAIM01000054.1||full	6152
JAIM01000055.1||full	JAIM01000055.1||full	6917
JAIM01000059.1||full	JAIM01000059.1||full	6624
JAIM01000064.1||full	JAIM01000064.1||full	5783
JAIM01000071.1||full	JAIM01000071.1||full	4898
JAIM01000124.1||full	JAIM01000124.1||full	2146
JAIM01000135.1||full	JAIM01000135.1||full	1850
JAIM01000145.1||full	JAIM01000145.1||full	1259
JAIM01000153.1||full	JAIM01000153.1||full	1710
JAIM01000166.1||full	JAIM01000166.1||full	1307
JAIM01000169.1||full	JAIM01000169.1||full	1464
JAIN01000010.1||full	JAIN01000010.1||full	56152
JAIN01000055.1||full	JAIN01000055.1||full	6357
JAIN01000061.1||full	JAIN01000061.1||full	5612
JAIN01000093.1||full	JAIN01000093.1||full	2562
JAIN01000101.1||full	JAIN01000101.1||full	1890
JAIN01000104.1||full	JAIN01000104.1||full	2066
JAIN01000110.1||full	JAIN01000110.1||full	1349
JAIN01000118.1||full	JAIN01000118.1||full	1527
JAIN01000136.1||full	JAIN01000136.1||full	1657
JAIN01000157.1||full	JAIN01000157.1||full	1592
LZGW01000028.1||full	LZGW01000028.1||full	6000
LZGW01000033.1||full	LZGW01000033.1||full	3005
LZGM01000041.1||full	LZGM01000041.1||full	4224
LZGM01000128.1||full	LZGM01000128.1||full	4482
JFON01000011.1||full	JFON01000011.1||full	1516
LYST01000013.1||full	LYST01000013.1||full	29689
LYST01000024.1||full	LYST01000024.1||full	4529
LYST01000050.1||full	LYST01000050.1||full	4695
LZHM01000011.1||full	LZHM01000011.1||full	6593
LZHM01000018.1||full	LZHM01000018.1||full	15741
LZHM01000047.1||full	LZHM01000047.1||full	15374
LZHM01000069.1||full	LZHM01000069.1||full	4753
LZHM01000098.1||full	LZHM01000098.1||full	1955
LZGP01000006.1||full	LZGP01000006.1||full	3014
LZGP01000029.1||full	LZGP01000029.1||full	1983
LZGO01000018.1||full	LZGO01000018.1||full	2607
LZGO01000035.1||full	LZGO01000035.1||full	2749
LZGO01000041.1||full	LZGO01000041.1||full	7116
LZGO01000050.1||full	LZGO01000050.1||full	3648
LZGO01000066.1||full	LZGO01000066.1||full	11964
JFZX01000084.1||full	JFZX01000084.1||full	4887
JFZX01000086.1||full	JFZX01000086.1||full	3585
JFZX01000088.1||full	JFZX01000088.1||full	4226
JFZX01000093.1||full	JFZX01000093.1||full	2701
JFZX01000102.1||full	JFZX01000102.1||full	1777
LZGN01000002.1||full	LZGN01000002.1||full	1930
LZGN01000004.1||full	LZGN01000004.1||full	2982
LZGN01000008.1||full	LZGN01000008.1||full	2005
LZGN01000016.1||full	LZGN01000016.1||full	1979
LZGN01000019.1||full	LZGN01000019.1||full	1980
LZGN01000026.1||full	LZGN01000026.1||full	2005
LZGN01000041.1||full	LZGN01000041.1||full	13766
LZGN01000044.1||full	LZGN01000044.1||full	1514
LZEI01000020.1||full	LZEI01000020.1||full	1548
LZEI01000024.1||full	LZEI01000024.1||full	1689
NASK01000058.1||full	NASK01000058.1||full	11647
NASK01000047.1||full	NASK01000047.1||full	5928
NASK01000034.1||full	NASK01000034.1||full	2992
NASK01000028.1||full	NASK01000028.1||full	2309
NASL01000100.1||full	NASL01000100.1||full	1533
NASL01000084.1||full	NASL01000084.1||full	4334
NASL01000089.1||full	NASL01000089.1||full	3338
NASL01000093.1||full	NASL01000093.1||full	2179
NASO01000047.1||full	NASO01000047.1||full	6985
NASO01000049.1||full	NASO01000049.1||full	3539
NASO01000054.1||full	NASO01000054.1||full	4285
NASP01000036.1||full	NASP01000036.1||full	14344
NASR01000033.1||full	NASR01000033.1||full	16906
NASR01000051.1||full	NASR01000051.1||full	4421
NASU01000059.1||full	NASU01000059.1||full	3520
NASV01000100.1||full	NASV01000100.1||full	2381
NASV01000098.1||full	NASV01000098.1||full	1998
NASI01000109.1||full	NASI01000109.1||full	3660
NASI01000114.1||full	NASI01000114.1||full	3488
NASI01000036.1||full	NASI01000036.1||full	23067
NASI01000055.1||full	NASI01000055.1||full	14461
NASI01000082.1||full	NASI01000082.1||full	7667
NASI01000094.1||full	NASI01000094.1||full	6211
NASG01000038.1||full	NASG01000038.1||full	7262
NASF01000054.1||full	NASF01000054.1||full	4665
NASM01000103.1||full	NASM01000103.1||full	6723
NASM01000113.1||full	NASM01000113.1||full	6406
NASM01000129.1||full	NASM01000129.1||full	4218
NASM01000132.1||full	NASM01000132.1||full	3916
NASM01000136.1||full	NASM01000136.1||full	2849
NASM01000143.1||full	NASM01000143.1||full	3373
NASM01000150.1||full	NASM01000150.1||full	2391
NASM01000156.1||full	NASM01000156.1||full	2072
NASM01000164.1||full	NASM01000164.1||full	2078
JAIO01000071.1||full	JAIO01000071.1||full	2313
JAIO01000075.1||full	JAIO01000075.1||full	2200
PDKP01000037.1||full	PDKP01000037.1||full	2494
CP029545.1||full	CP029545.1||full	10893
JPYX01000019.1||full	JPYX01000019.1||full	6196
AZBY01000043.1||full	AZBY01000043.1||full	5109
BDDX01000017.1||full	BDDX01000017.1||full	6564
QUBN01000034.1||full	QUBN01000034.1||full	7509
QUBN01000036.1||full	QUBN01000036.1||full	7025
QUBN01000043.1||full	QUBN01000043.1||full	2663
JXCV01000002.1||full	JXCV01000002.1||full	11302
JXCZ01000013.1||full	JXCZ01000013.1||full	2070
JXCZ01000037.1||full	JXCZ01000037.1||full	8110
JPUI01000018.1||full	JPUI01000018.1||full	8596
JPUI01000021.1||full	JPUI01000021.1||full	6455
JPUI01000041.1||full	JPUI01000041.1||full	51586
JAAEEA010000009.1||full	JAAEEA010000009.1||full	6908
JAAEDX010000004.1||full	JAAEDX010000004.1||full	44759
KQ033883.1||full	KQ033883.1||full	3019
JAAEEB010000019.1||full	JAAEEB010000019.1||full	1261
KQ034027.1||full	KQ034027.1||full	11131
LN906635.1||full	LN906635.1||full	137883
AZDD01000030.1||full	AZDD01000030.1||full	19098
AZDD01000033.1||full	AZDD01000033.1||full	19042
AZDD01000050.1||full	AZDD01000050.1||full	7943
AZDD01000059.1||full	AZDD01000059.1||full	5181
AZDD01000061.1||full	AZDD01000061.1||full	3456
AZDD01000062.1||full	AZDD01000062.1||full	4135
AZDD01000065.1||full	AZDD01000065.1||full	2987
AZDD01000074.1||full	AZDD01000074.1||full	2265
AZDD01000078.1||full	AZDD01000078.1||full	1411
AZDD01000079.1||full	AZDD01000079.1||full	1647
CP006014.1||full	CP006014.1||full	39932
JSBE01000008.1||full	JSBE01000008.1||full	1785
CM003359.1||full	CM003359.1||full	42672
MEJG01000009.1||full	MEJG01000009.1||full	10918
ADZY03000321.1||full	ADZY03000321.1||full	18930
ADZY03000153.1||full	ADZY03000153.1||full	30763
ADZY03000124.1||full	ADZY03000124.1||full	1722
ADZY03000122.1||full	ADZY03000122.1||full	3635
ADZY03000238.1||full	ADZY03000238.1||full	2657
ADZY03000030.1||full	ADZY03000030.1||full	1613
ADZY03000271.1||full	ADZY03000271.1||full	1879
ADZY03000103.1||full	ADZY03000103.1||full	1348
ADZY03000185.1||full	ADZY03000185.1||full	1280
ADZY03000209.1||full	ADZY03000209.1||full	2627
ADZY03000210.1||full	ADZY03000210.1||full	1703
ADZY03000330.1||full	ADZY03000330.1||full	3458
ADZY03000242.1||full	ADZY03000242.1||full	1692
ADZY03000028.1||full	ADZY03000028.1||full	2131
ADZY03000245.1||full	ADZY03000245.1||full	1819
ADZY03000104.1||full	ADZY03000104.1||full	2943
ADZY03000008.1||full	ADZY03000008.1||full	15653
ADZY03000041.1||full	ADZY03000041.1||full	25754
ADZY03000272.1||full	ADZY03000272.1||full	1842
ADZY03000335.1||full	ADZY03000335.1||full	2218
ADZY03000249.1||full	ADZY03000249.1||full	1875
ADZY03000066.1||full	ADZY03000066.1||full	7969
ADZY03000284.1||full	ADZY03000284.1||full	6050
ADZY03000328.1||full	ADZY03000328.1||full	5583
ADZY03000110.1||full	ADZY03000110.1||full	19291
ADZY03000182.1||full	ADZY03000182.1||full	2178
ADZY03000143.1||full	ADZY03000143.1||full	3038
ADZY03000097.1||full	ADZY03000097.1||full	10583
ADZY03000046.1||full	ADZY03000046.1||full	3999
ADZY03000221.1||full	ADZY03000221.1||full	6425
ADZY03000111.1||full	ADZY03000111.1||full	2784
ADZY03000015.1||full	ADZY03000015.1||full	2626
ADZY03000040.1||full	ADZY03000040.1||full	2822
ADZY03000216.1||full	ADZY03000216.1||full	6547
ADZY03000159.1||full	ADZY03000159.1||full	3013
ADZY03000320.1||full	ADZY03000320.1||full	3195
ADZY03000226.1||full	ADZY03000226.1||full	7706
ADZY03000294.1||full	ADZY03000294.1||full	22456
ADZY03000135.1||full	ADZY03000135.1||full	3477
ADZY03000352.1||full	ADZY03000352.1||full	5737
ADZY03000243.1||full	ADZY03000243.1||full	3918
ADZY03000119.1||full	ADZY03000119.1||full	18402
ADZY03000130.1||full	ADZY03000130.1||full	3096
ADZY03000162.1||full	ADZY03000162.1||full	20341
ADZY03000332.1||full	ADZY03000332.1||full	3902
ADZY03000285.1||full	ADZY03000285.1||full	9571
ADZY03000229.1||full	ADZY03000229.1||full	8146
ADZY03000262.1||full	ADZY03000262.1||full	3378
ADZY03000212.1||full	ADZY03000212.1||full	2142
ADZY03000078.1||full	ADZY03000078.1||full	1884
ADZY03000150.1||full	ADZY03000150.1||full	2609
ADZY03000347.1||full	ADZY03000347.1||full	3821
ADZY03000169.1||full	ADZY03000169.1||full	1754
ADZY03000312.1||full	ADZY03000312.1||full	3610
CH981519.1||full	CH981519.1||full	12073
CH981511.1||full	CH981511.1||full	8332
CH981502.1||full	CH981502.1||full	19932
CH981498.1||full	CH981498.1||full	3499
CH981477.1||full	CH981477.1||full	3971
CH981467.1||full	CH981467.1||full	18983
CH981455.1||full	CH981455.1||full	14971
CH981432.1||full	CH981432.1||full	13942
CH981409.1||full	CH981409.1||full	13794
CH981397.1||full	CH981397.1||full	8590
CH981396.1||full	CH981396.1||full	19749
CH981387.1||full	CH981387.1||full	60818
CH981375.1||full	CH981375.1||full	39557
AARF01000626.1||full	AARF01000626.1||full	1801
AARF01000468.1||full	AARF01000468.1||full	1783
AARF01000463.1||full	AARF01000463.1||full	2170
AARF01000400.1||full	AARF01000400.1||full	1665
AARF01000398.1||full	AARF01000398.1||full	3973
AARF01000359.1||full	AARF01000359.1||full	10117
AARF01000349.1||full	AARF01000349.1||full	2694
AARF01000288.1||full	AARF01000288.1||full	5220
AARF01000286.1||full	AARF01000286.1||full	9282
AARF01000247.1||full	AARF01000247.1||full	9376
AARF01000244.1||full	AARF01000244.1||full	11017
AARF01000231.1||full	AARF01000231.1||full	2581
AARF01000123.1||full	AARF01000123.1||full	15882
AARF01000119.1||full	AARF01000119.1||full	23796
AARF01000085.1||full	AARF01000085.1||full	6111
AARF01000043.1||full	AARF01000043.1||full	2364
AARF01000042.1||full	AARF01000042.1||full	1964
AARF01000040.1||full	AARF01000040.1||full	2922
AARF01000032.1||full	AARF01000032.1||full	1655
AARF01000029.1||full	AARF01000029.1||full	1484
AARF01000014.1||full	AARF01000014.1||full	1701
CP003356.1||full	CP003356.1||full	9629
CP019654.1||full	CP019654.1||full	9644
ADFW01000008.1||full	ADFW01000008.1||full	9687
ADFW01000005.1||full	ADFW01000005.1||full	12828
ADFW01000006.1||full	ADFW01000006.1||full	8980
ADFW01000007.1||full	ADFW01000007.1||full	8078
CP019656.1||full	CP019656.1||full	95109
LAWY01000063.1||full	LAWY01000063.1||full	14774
LAWY01000065.1||full	LAWY01000065.1||full	14060
LAWY01000067.1||full	LAWY01000067.1||full	13224
LAWY01000071.1||full	LAWY01000071.1||full	11396
LAWY01000073.1||full	LAWY01000073.1||full	9467
LAWY01000075.1||full	LAWY01000075.1||full	8843
LAWY01000081.1||full	LAWY01000081.1||full	7495
LAWY01000084.1||full	LAWY01000084.1||full	6449
LAWY01000089.1||full	LAWY01000089.1||full	5596
LAWY01000091.1||full	LAWY01000091.1||full	5391
LAWY01000092.1||full	LAWY01000092.1||full	5322
LAWY01000102.1||full	LAWY01000102.1||full	2896
LAWY01000109.1||full	LAWY01000109.1||full	1415
LAWY01000112.1||full	LAWY01000112.1||full	1363
CP020558.1||full	CP020558.1||full	128247
NAGY01000038.1||full	NAGY01000038.1||full	40107
NAGY01000035.1||full	NAGY01000035.1||full	33294
NAGY01000016.1||full	NAGY01000016.1||full	7241
NAGY01000012.1||full	NAGY01000012.1||full	5401
NAGY01000011.1||full	NAGY01000011.1||full	5556
NAGZ01000057.1||full	NAGZ01000057.1||full	5390
NAHA01000067.1||full	NAHA01000067.1||full	33294
NAHA01000064.1||full	NAHA01000064.1||full	30050
NAHA01000061.1||full	NAHA01000061.1||full	24278
NAHA01000048.1||full	NAHA01000048.1||full	12719
NAHA01000027.1||full	NAHA01000027.1||full	5556
NAHA01000025.1||full	NAHA01000025.1||full	4995
NAHA01000023.1||full	NAHA01000023.1||full	4567
NAHA01000021.1||full	NAHA01000021.1||full	3485
NAHA01000010.1||full	NAHA01000010.1||full	1438
NAHA01000009.1||full	NAHA01000009.1||full	1347
NAHB01000035.1||full	NAHB01000035.1||full	40107
NAHB01000031.1||full	NAHB01000031.1||full	33294
NAHB01000024.1||full	NAHB01000024.1||full	12308
NAHB01000016.1||full	NAHB01000016.1||full	5435
NAHB01000014.1||full	NAHB01000014.1||full	4995
NAGX01000075.1||full	NAGX01000075.1||full	3859
NAGX01000074.1||full	NAGX01000074.1||full	2093
NAGX01000073.1||full	NAGX01000073.1||full	3054
NAGX01000071.1||full	NAGX01000071.1||full	3087
NAGX01000067.1||full	NAGX01000067.1||full	2644
NAGX01000061.1||full	NAGX01000061.1||full	2748
NAGX01000055.1||full	NAGX01000055.1||full	1981
NAGX01000053.1||full	NAGX01000053.1||full	1856
NAGX01000044.1||full	NAGX01000044.1||full	1257
NAGX01000042.1||full	NAGX01000042.1||full	1345
NAGX01000037.1||full	NAGX01000037.1||full	1322
NAGX01000180.1||full	NAGX01000180.1||full	19599
NAGX01000178.1||full	NAGX01000178.1||full	16883
NAHC01000040.1||full	NAHC01000040.1||full	12308
NAHC01000022.1||full	NAHC01000022.1||full	5390
NAHD01000052.1||full	NAHD01000052.1||full	41497
NAHD01000043.1||full	NAHD01000043.1||full	26794
NAHD01000035.1||full	NAHD01000035.1||full	17909
NAHD01000030.1||full	NAHD01000030.1||full	12719
NAHD01000016.1||full	NAHD01000016.1||full	4995
NAHD01000009.1||full	NAHD01000009.1||full	1856
NAHD01000007.1||full	NAHD01000007.1||full	1327
NAHE01000037.1||full	NAHE01000037.1||full	5882
NAHE01000027.1||full	NAHE01000027.1||full	2521
NAHE01000024.1||full	NAHE01000024.1||full	2686
NAHF01000020.1||full	NAHF01000020.1||full	1427
NAHF01000049.1||full	NAHF01000049.1||full	7869
NAHF01000032.1||full	NAHF01000032.1||full	3474
NAHF01000031.1||full	NAHF01000031.1||full	2612
NAHF01000028.1||full	NAHF01000028.1||full	2644
NAHG01000068.1||full	NAHG01000068.1||full	5401
NAHG01000066.1||full	NAHG01000066.1||full	5556
NAHG01000055.1||full	NAHG01000055.1||full	2644
NAHG01000049.1||full	NAHG01000049.1||full	2087
NAHG01000046.1||full	NAHG01000046.1||full	2408
NAHG01000040.1||full	NAHG01000040.1||full	2041
NAHG01000034.1||full	NAHG01000034.1||full	1258
NAHG01000031.1||full	NAHG01000031.1||full	1438
NAHG01000146.1||full	NAHG01000146.1||full	30344
NAHG01000139.1||full	NAHG01000139.1||full	26794
NAHG01000135.1||full	NAHG01000135.1||full	25659
NAHG01000121.1||full	NAHG01000121.1||full	15917
NAHG01000107.1||full	NAHG01000107.1||full	12719
NAHG01000084.1||full	NAHG01000084.1||full	7241
NAHG01000075.1||full	NAHG01000075.1||full	6488
NAHH01000041.1||full	NAHH01000041.1||full	40107
NAHH01000036.1||full	NAHH01000036.1||full	33294
NAHH01000025.1||full	NAHH01000025.1||full	12703
NAHH01000013.1||full	NAHH01000013.1||full	4402
NAHH01000007.1||full	NAHH01000007.1||full	1011
MDVB01000038.1||full	MDVB01000038.1||full	1075
MDVB01000089.1||full	MDVB01000089.1||full	19843
MDVB01000115.1||full	MDVB01000115.1||full	2396
MDVC01000011.1||full	MDVC01000011.1||full	6524
MDVC01000013.1||full	MDVC01000013.1||full	8369
MDVD01000028.1||full	MDVD01000028.1||full	1466
MDVD01000032.1||full	MDVD01000032.1||full	1313
NAGW01000019.1||full	NAGW01000019.1||full	1618
NAGW01000016.1||full	NAGW01000016.1||full	1343
MVDP01000015.1||full	MVDP01000015.1||full	2407
MVDP01000013.1||full	MVDP01000013.1||full	1321
NXEN01000041.1||full	NXEN01000041.1||full	45512
NXEN01000126.1||full	NXEN01000126.1||full	4555
NXEN01000129.1||full	NXEN01000129.1||full	1790
MDVE01000005.1||full	MDVE01000005.1||full	5031
MDVE01000006.1||full	MDVE01000006.1||full	4033
MDVE01000007.1||full	MDVE01000007.1||full	4400
MDVE01000008.1||full	MDVE01000008.1||full	3456
MDVE01000010.1||full	MDVE01000010.1||full	1911
MDVE01000011.1||full	MDVE01000011.1||full	2438
MDVE01000014.1||full	MDVE01000014.1||full	1695
MDVE01000026.1||full	MDVE01000026.1||full	10935
MDVE01000039.1||full	MDVE01000039.1||full	6925
MDVE01000044.1||full	MDVE01000044.1||full	2194
MDVE01000047.1||full	MDVE01000047.1||full	1577
MDVE01000060.1||full	MDVE01000060.1||full	12370
MDVE01000062.1||full	MDVE01000062.1||full	4910
MDVF01000027.1||full	MDVF01000027.1||full	13692
MDVG01000049.1||full	MDVG01000049.1||full	36329
MDVG01000056.1||full	MDVG01000056.1||full	1605
MDVH01000014.1||full	MDVH01000014.1||full	2316
MDVH01000017.1||full	MDVH01000017.1||full	2961
MDVH01000019.1||full	MDVH01000019.1||full	1838
MDVH01000036.1||full	MDVH01000036.1||full	29746
MDVH01000044.1||full	MDVH01000044.1||full	3365
MDVI01000011.1||full	MDVI01000011.1||full	32306
MDVI01000014.1||full	MDVI01000014.1||full	2310
MDUY01000016.1||full	MDUY01000016.1||full	38379
MDUY01000023.1||full	MDUY01000023.1||full	18384
MDUY01000030.1||full	MDUY01000030.1||full	5554
MDUY01000045.1||full	MDUY01000045.1||full	1576
MDVJ01000004.1||full	MDVJ01000004.1||full	40923
MDVJ01000005.1||full	MDVJ01000005.1||full	20092
MEIU01000010.1||full	MEIU01000010.1||full	10293
MEIU01000023.1||full	MEIU01000023.1||full	1296
MEIU01000027.1||full	MEIU01000027.1||full	2148
MEIU01000044.1||full	MEIU01000044.1||full	2336
MEIU01000056.1||full	MEIU01000056.1||full	8147
MEIT01000031.1||full	MEIT01000031.1||full	2010
MEIT01000055.1||full	MEIT01000055.1||full	7426
MEIT01000056.1||full	MEIT01000056.1||full	5148
MEIT01000065.1||full	MEIT01000065.1||full	12660
MEIT01000075.1||full	MEIT01000075.1||full	2113
MEIX01000059.1||full	MEIX01000059.1||full	3489
MEIX01000067.1||full	MEIX01000067.1||full	31001
MEIX01000085.1||full	MEIX01000085.1||full	2607
NAHQ01000028.1||full	NAHQ01000028.1||full	2490
NAHQ01000026.1||full	NAHQ01000026.1||full	1989
NAHQ01000093.1||full	NAHQ01000093.1||full	25928
NAHK01000087.1||full	NAHK01000087.1||full	20178
NAHK01000076.1||full	NAHK01000076.1||full	15311
NAHK01000038.1||full	NAHK01000038.1||full	2936
NAHL01000055.1||full	NAHL01000055.1||full	19298
NAHL01000017.1||full	NAHL01000017.1||full	2747
NAHM01000034.1||full	NAHM01000034.1||full	17144
NAHM01000009.1||full	NAHM01000009.1||full	1856
NAHN01000019.1||full	NAHN01000019.1||full	2523
NAHO01000006.1||full	NAHO01000006.1||full	3476
NAHP01000036.1||full	NAHP01000036.1||full	14857
NAHP01000017.1||full	NAHP01000017.1||full	3476
NAHI01000015.1||full	NAHI01000015.1||full	3760
NAHI01000012.1||full	NAHI01000012.1||full	3476
NAHJ01000014.1||full	NAHJ01000014.1||full	3468
NAHJ01000054.1||full	NAHJ01000054.1||full	79095
MEIS01000016.1||full	MEIS01000016.1||full	1713
MEIS01000083.1||full	MEIS01000083.1||full	11607
MEIS01000086.1||full	MEIS01000086.1||full	11352
MEIS01000098.1||full	MEIS01000098.1||full	9923
MEIR01000008.1||full	MEIR01000008.1||full	4600
MEIR01000051.1||full	MEIR01000051.1||full	2611
MEIR01000087.1||full	MEIR01000087.1||full	2260
MEIQ01000008.1||full	MEIQ01000008.1||full	4136
MEIQ01000015.1||full	MEIQ01000015.1||full	1569
MEIW01000002.1||full	MEIW01000002.1||full	2643
MEIW01000012.1||full	MEIW01000012.1||full	7528
MDUZ01000080.1||full	MDUZ01000080.1||full	8717
MDUZ01000088.1||full	MDUZ01000088.1||full	5365
MDUZ01000093.1||full	MDUZ01000093.1||full	4359
MDUZ01000102.1||full	MDUZ01000102.1||full	3571
MDUZ01000105.1||full	MDUZ01000105.1||full	2963
MDUZ01000110.1||full	MDUZ01000110.1||full	2512
MDUZ01000113.1||full	MDUZ01000113.1||full	1823
MDUZ01000116.1||full	MDUZ01000116.1||full	1349
AVQL01000338.1||full	AVQL01000338.1||full	1691
AVQL01000365.1||full	AVQL01000365.1||full	2451
AVQL01000368.1||full	AVQL01000368.1||full	2537
AVQL01000392.1||full	AVQL01000392.1||full	3916
AVQL01000409.1||full	AVQL01000409.1||full	6944
JAIL01000155.1||full	JAIL01000155.1||full	1423
JAIL01000178.1||full	JAIL01000178.1||full	2099
JAIL01000184.1||full	JAIL01000184.1||full	2400
JAIL01000199.1||full	JAIL01000199.1||full	2872
JAIL01000218.1||full	JAIL01000218.1||full	7337
JAIL01000227.1||full	JAIL01000227.1||full	10199
JAIL01000246.1||full	JAIL01000246.1||full	33676
JAIK01000309.1||full	JAIK01000309.1||full	1718
JAIK01000345.1||full	JAIK01000345.1||full	3230
JAIK01000360.1||full	JAIK01000360.1||full	5585
JAIK01000363.1||full	JAIK01000363.1||full	5669
JAIK01000388.1||full	JAIK01000388.1||full	31916
JACG01000027.1||full	JACG01000027.1||full	11469
JACG01000042.1||full	JACG01000042.1||full	6080
JACG01000044.1||full	JACG01000044.1||full	3663
JACG01000055.1||full	JACG01000055.1||full	3502
JACG01000058.1||full	JACG01000058.1||full	2943
JACG01000067.1||full	JACG01000067.1||full	2360
JACG01000070.1||full	JACG01000070.1||full	2266
JACG01000071.1||full	JACG01000071.1||full	2189
JACG01000086.1||full	JACG01000086.1||full	1706
JACG01000091.1||full	JACG01000091.1||full	1630
MDVA01000013.1||full	MDVA01000013.1||full	29878
MDVA01000024.1||full	MDVA01000024.1||full	10392
MEIO01000005.1||full	MEIO01000005.1||full	1564
MEIO01000031.1||full	MEIO01000031.1||full	29814
MEIO01000059.1||full	MEIO01000059.1||full	37750
MEIO01000063.1||full	MEIO01000063.1||full	34310
JFZW01000009.1||full	JFZW01000009.1||full	53501
JFZW01000020.1||full	JFZW01000020.1||full	2346
MEIM01000009.1||full	MEIM01000009.1||full	14018
MEIM01000010.1||full	MEIM01000010.1||full	3105
JFZV01000025.1||full	JFZV01000025.1||full	5554
JFZV01000039.1||full	JFZV01000039.1||full	1865
JFZV01000050.1||full	JFZV01000050.1||full	1675
MEIK01000002.1||full	MEIK01000002.1||full	40187
MEIN01000013.1||full	MEIN01000013.1||full	37502
CP015625.1||1_partial	CP015625.1||1_partial	19690
CP007287.1||1_partial	CP007287.1||1_partial	14393
QGLI01000005.1||0_partial	QGLI01000005.1||0_partial	10575
WNIF01000002.1||0_partial	WNIF01000002.1||0_partial	14058
CP014225.1||5_partial	CP014225.1||5_partial	21084
JAIN01000001.1||0_partial	JAIN01000001.1||0_partial	23975
LZGW01000030.1||0_partial	LZGW01000030.1||0_partial	23743
LZGM01000015.1||0_partial	LZGM01000015.1||0_partial	8565
NASK01000099.1||0_partial	NASK01000099.1||0_partial	28035
AZBY01000020.1||0_partial	AZBY01000020.1||0_partial	16226
QUBN01000015.1||0_partial	QUBN01000015.1||0_partial	15995
CP054657.1||1_partial	CP054657.1||1_partial	17067
CP035790.1||1_partial	CP035790.1||1_partial	29152
CP027805.1||1_partial	CP027805.1||1_partial	31842
