prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
CP020557.1||1_partial_1__00032,CP020557.1||1_partial_1,CP020557.1||1_partial_1_32,369,,phrog_10273,phrog,10273,,hypothetical protein
CP020557.1||1_partial_1__00033,CP020557.1||1_partial_1,CP020557.1||1_partial_1_33,105,,,,,,hypothetical protein
CP020557.1||1_partial_1__00034,CP020557.1||1_partial_1,CP020557.1||1_partial_1_34,930,,phrog_363,phrog,363,,DNA methyltransferase
CP020557.1||1_partial_1__00035,CP020557.1||1_partial_1,CP020557.1||1_partial_1_35,1101,,phrog_351,phrog,351,,RNA polymerase sigma factor
CP020557.1||1_partial_1__00036,CP020557.1||1_partial_1,CP020557.1||1_partial_1_36,165,,phrog_25160,phrog,25160,,hypothetical protein
CP020557.1||1_partial_1__00037,CP020557.1||1_partial_1,CP020557.1||1_partial_1_37,231,,phrog_26793,phrog,26793,,hypothetical protein
CP020557.1||1_partial_1__00038,CP020557.1||1_partial_1,CP020557.1||1_partial_1_38,375,,,,,,hypothetical protein
CP020557.1||1_partial_1__00039,CP020557.1||1_partial_1,CP020557.1||1_partial_1_39,552,,phrog_1190,phrog,1190,,RNA polymerase sigma factor
CP020557.1||1_partial_1__00040,CP020557.1||1_partial_1,CP020557.1||1_partial_1_40,984,,phrog_10865,phrog,10865,,hypothetical protein
CP020557.1||1_partial_1__00041,CP020557.1||1_partial_1,CP020557.1||1_partial_1_41,501,,,,,,hypothetical protein
CP020557.1||1_partial_1__00042,CP020557.1||1_partial_1,CP020557.1||1_partial_1_42,363,,phrog_419,phrog,419,,hypothetical protein
CP020557.1||1_partial_1__00043,CP020557.1||1_partial_1,CP020557.1||1_partial_1_43,168,,,,,,hypothetical protein
CP020557.1||1_partial_1__00044,CP020557.1||1_partial_1,CP020557.1||1_partial_1_44,150,,phrog_1889,phrog,1889,,terminase small subunit
CP020557.1||1_partial_1__00045,CP020557.1||1_partial_1,CP020557.1||1_partial_1_45,516,,phrog_509,phrog,509,,terminase small subunit
CP020557.1||1_partial_1__00046,CP020557.1||1_partial_1,CP020557.1||1_partial_1_46,1272,,phrog_3717,phrog,3717,,terminase large subunit
CP020557.1||1_partial_1__00047,CP020557.1||1_partial_1,CP020557.1||1_partial_1_47,1473,,phrog_64,phrog,64,,portal protein
CP020557.1||1_partial_1__00048,CP020557.1||1_partial_1,CP020557.1||1_partial_1_48,1020,,phrog_115,phrog,115,,minor head protein
CP020557.1||1_partial_1__00049,CP020557.1||1_partial_1,CP020557.1||1_partial_1_49,624,,phrog_194,phrog,194,,head scaffolding protein
CP020557.1||1_partial_1__00050,CP020557.1||1_partial_1,CP020557.1||1_partial_1_50,357,,phrog_909,phrog,909,,major head protein
CP020557.1||1_partial_1__00051,CP020557.1||1_partial_1,CP020557.1||1_partial_1_51,1047,,phrog_29,phrog,29,,major head protein
CP020557.1||1_partial_1__00052,CP020557.1||1_partial_1,CP020557.1||1_partial_1_52,240,,,,,,hypothetical protein
CP020557.1||1_partial_1__00053,CP020557.1||1_partial_1,CP020557.1||1_partial_1_53,372,,phrog_132,phrog,132,,head-tail adaptor
CP020557.1||1_partial_1__00054,CP020557.1||1_partial_1,CP020557.1||1_partial_1_54,360,,phrog_615,phrog,615,,head-tail adaptor
CP020557.1||1_partial_1__00055,CP020557.1||1_partial_1,CP020557.1||1_partial_1_55,414,,phrog_5,phrog,5,,tail completion or Neck1 protein
CP020557.1||1_partial_1__00056,CP020557.1||1_partial_1,CP020557.1||1_partial_1_56,219,,phrog_525,phrog,525,,hypothetical protein
CP020557.1||1_partial_1__00057,CP020557.1||1_partial_1,CP020557.1||1_partial_1_57,171,,phrog_12483,phrog,12483,,hypothetical protein
CP020557.1||1_partial_1__00058,CP020557.1||1_partial_1,CP020557.1||1_partial_1_58,183,,phrog_966,phrog,966,,hypothetical protein
CP020557.1||1_partial_1__00059,CP020557.1||1_partial_1,CP020557.1||1_partial_1_59,1332,,phrog_279,phrog,279,,tail sheath
CP020557.1||1_partial_1__00060,CP020557.1||1_partial_1,CP020557.1||1_partial_1_60,465,,phrog_365,phrog,365,,tail protein
CP020557.1||1_partial_1__00061,CP020557.1||1_partial_1,CP020557.1||1_partial_1_61,1296,,phrog_2199,phrog,2199,,transposase
CP020557.1||1_partial_1__00062,CP020557.1||1_partial_1,CP020557.1||1_partial_1_62,426,,phrog_389,phrog,389,,tail protein XkdN-like protein
CP020557.1||1_partial_1__00063,CP020557.1||1_partial_1,CP020557.1||1_partial_1_63,171,,phrog_10943,phrog,10943,,hypothetical protein
CP020557.1||1_partial_1__00064,CP020557.1||1_partial_1,CP020557.1||1_partial_1_64,2109,,phrog_1068,phrog,1068,,tail length tape measure protein
CP020557.1||1_partial_1__00065,CP020557.1||1_partial_1,CP020557.1||1_partial_1_65,558,,phrog_380,phrog,380,,endolysin
CP020557.1||1_partial_1__00066,CP020557.1||1_partial_1,CP020557.1||1_partial_1_66,984,,phrog_400,phrog,400,,tail protein
CP020557.1||1_partial_1__00067,CP020557.1||1_partial_1,CP020557.1||1_partial_1_67,243,,phrog_579,phrog,579,,hypothetical protein
CP020557.1||1_partial_1__00068,CP020557.1||1_partial_1,CP020557.1||1_partial_1_68,411,,phrog_120,phrog,120,,baseplate protein
CP020557.1||1_partial_1__00069,CP020557.1||1_partial_1,CP020557.1||1_partial_1_69,1077,,phrog_6,phrog,6,,baseplate protein
CP020557.1||1_partial_1__00070,CP020557.1||1_partial_1,CP020557.1||1_partial_1_70,582,,phrog_521,phrog,521,,tail protein
CP020557.1||1_partial_1__00071,CP020557.1||1_partial_1,CP020557.1||1_partial_1_71,279,,phrog_6293,phrog,6293,,hypothetical protein
CP020557.1||1_partial_1__00072,CP020557.1||1_partial_1,CP020557.1||1_partial_1_72,1107,,phrog_12615,phrog,12615,,hypothetical protein
CP020557.1||1_partial_1__00073,CP020557.1||1_partial_1,CP020557.1||1_partial_1_73,396,,,,,,hypothetical protein
CP020557.1||1_partial_1__00074,CP020557.1||1_partial_1,CP020557.1||1_partial_1_74,159,,phrog_5056,phrog,5056,,hypothetical protein
CP020557.1||1_partial_1__00075,CP020557.1||1_partial_1,CP020557.1||1_partial_1_75,240,,phrog_2429,phrog,2429,,involved in bacteriocin production or immunity
CP020557.1||1_partial_1__00076,CP020557.1||1_partial_1,CP020557.1||1_partial_1_76,717,,phrog_3088,phrog,3088,,amidase
CP020557.1||1_partial_1__00077,CP020557.1||1_partial_1,CP020557.1||1_partial_1_77,279,,phrog_419,phrog,419,,hypothetical protein
CP020557.1||1_partial_1__00078,CP020557.1||1_partial_1,CP020557.1||1_partial_1_78,246,,phrog_1299,phrog,1299,,holin
CP020557.1||1_partial_1__00079,CP020557.1||1_partial_1,CP020557.1||1_partial_1_79,678,,,,,,hypothetical protein
CP020557.1||1_partial_1__00080,CP020557.1||1_partial_1,CP020557.1||1_partial_1_80,318,,phrog_38742,phrog,38742,,hypothetical protein
CP020557.1||1_partial_1__00081,CP020557.1||1_partial_1,CP020557.1||1_partial_1_81,708,,,,,,hypothetical protein
CP020557.1||1_partial_1__00082,CP020557.1||1_partial_1,CP020557.1||1_partial_1_82,204,,,,,,hypothetical protein
CP020557.1||1_partial_1__00083,CP020557.1||1_partial_1,CP020557.1||1_partial_1_83,456,,phrog_151,phrog,151,,transposase
CP020557.1||1_partial_1__00084,CP020557.1||1_partial_1,CP020557.1||1_partial_1_84,753,,phrog_157,phrog,157,,transposase
CP020557.1||1_partial_1__00085,CP020557.1||1_partial_1,CP020557.1||1_partial_1_85,492,,,,,,hypothetical protein
CP020557.1||1_partial_1__00086,CP020557.1||1_partial_1,CP020557.1||1_partial_1_86,243,,phrog_8366,phrog,8366,,hypothetical protein
CP020557.1||1_partial_1__00087,CP020557.1||1_partial_1,CP020557.1||1_partial_1_87,186,,,,,,hypothetical protein
CP020557.1||1_partial_1__00088,CP020557.1||1_partial_1,CP020557.1||1_partial_1_88,528,,phrog_1281,phrog,1281,,hypothetical protein
CP020557.1||1_partial_1__00089,CP020557.1||1_partial_1,CP020557.1||1_partial_1_89,339,,phrog_6780,phrog,6780,,hypothetical protein
CP020557.1||1_partial_1__00090,CP020557.1||1_partial_1,CP020557.1||1_partial_1_90,273,,phrog_17477,phrog,17477,,anti-repressor
CP020557.1||1_partial_1__00091,CP020557.1||1_partial_1,CP020557.1||1_partial_1_91,171,,,,,,hypothetical protein
CP020557.1||1_partial_1__00092,CP020557.1||1_partial_1,CP020557.1||1_partial_1_92,801,,,,,,hypothetical protein
CP020557.1||2_partial_1__00001,CP020557.1||2_partial_1,CP020557.1||2_partial_1_1,279,,phrog_36445,phrog,36445,,hypothetical protein
CP020557.1||2_partial_1__00002,CP020557.1||2_partial_1,CP020557.1||2_partial_1_2,549,,phrog_806,phrog,806,,hypothetical protein
CP020557.1||2_partial_1__00003,CP020557.1||2_partial_1,CP020557.1||2_partial_1_3,276,,,,,,hypothetical protein
CP020557.1||2_partial_1__00004,CP020557.1||2_partial_1,CP020557.1||2_partial_1_4,351,,phrog_14350,phrog,14350,,hypothetical protein
CP020557.1||2_partial_1__00005,CP020557.1||2_partial_1,CP020557.1||2_partial_1_5,507,,,,,,hypothetical protein
CP020557.1||2_partial_1__00006,CP020557.1||2_partial_1,CP020557.1||2_partial_1_6,246,,,,,,hypothetical protein
CP020557.1||2_partial_1__00007,CP020557.1||2_partial_1,CP020557.1||2_partial_1_7,423,,phrog_8487,phrog,8487,,hypothetical protein
CP020557.1||2_partial_1__00008,CP020557.1||2_partial_1,CP020557.1||2_partial_1_8,204,,,,,,hypothetical protein
CP020557.1||2_partial_1__00009,CP020557.1||2_partial_1,CP020557.1||2_partial_1_9,399,,,,,,hypothetical protein
CP020557.1||2_partial_1__00010,CP020557.1||2_partial_1,CP020557.1||2_partial_1_10,648,,,,,,hypothetical protein
CP020557.1||2_partial_1__00011,CP020557.1||2_partial_1,CP020557.1||2_partial_1_11,285,,phrog_25315,phrog,25315,,hypothetical protein
CP020557.1||2_partial_1__00012,CP020557.1||2_partial_1,CP020557.1||2_partial_1_12,279,,,,,,hypothetical protein
CP020557.1||2_partial_1__00013,CP020557.1||2_partial_1,CP020557.1||2_partial_1_13,753,,phrog_157,phrog,157,,transposase
CP020557.1||2_partial_1__00014,CP020557.1||2_partial_1,CP020557.1||2_partial_1_14,684,,phrog_151,phrog,151,,transposase
CP020557.1||2_partial_1__00015,CP020557.1||2_partial_1,CP020557.1||2_partial_1_15,171,,phrog_9393,phrog,9393,,hypothetical protein
CP020557.1||2_partial_1__00016,CP020557.1||2_partial_1,CP020557.1||2_partial_1_16,240,,phrog_1299,phrog,1299,,holin
CP020557.1||2_partial_1__00017,CP020557.1||2_partial_1,CP020557.1||2_partial_1_17,276,,phrog_419,phrog,419,,hypothetical protein
CP020557.1||2_partial_1__00018,CP020557.1||2_partial_1,CP020557.1||2_partial_1_18,675,,phrog_3088,phrog,3088,,amidase
CP020557.1||2_partial_1__00019,CP020557.1||2_partial_1,CP020557.1||2_partial_1_19,243,,phrog_2429,phrog,2429,,involved in bacteriocin production or immunity
CP020557.1||2_partial_1__00020,CP020557.1||2_partial_1,CP020557.1||2_partial_1_20,162,,phrog_134,phrog,134,,hypothetical protein
CP020557.1||2_partial_1__00021,CP020557.1||2_partial_1,CP020557.1||2_partial_1_21,339,,phrog_6220,phrog,6220,,hypothetical protein
CP020557.1||2_partial_1__00022,CP020557.1||2_partial_1,CP020557.1||2_partial_1_22,1074,,phrog_5339,phrog,5339,,virion structural protein
CP020557.1||2_partial_1__00023,CP020557.1||2_partial_1,CP020557.1||2_partial_1_23,1116,,phrog_538,phrog,538,,minor tail protein
CP020557.1||2_partial_1__00024,CP020557.1||2_partial_1,CP020557.1||2_partial_1_24,867,,phrog_33,phrog,33,,distal tail protein Dit
CP020557.1||2_partial_1__00025,CP020557.1||2_partial_1,CP020557.1||2_partial_1_25,3702,,phrog_1272,phrog,1272,,tail length tape measure protein
CP020557.1||2_partial_1__00026,CP020557.1||2_partial_1,CP020557.1||2_partial_1_26,372,,phrog_2115,phrog,2115,,tail protein
CP020557.1||2_partial_1__00027,CP020557.1||2_partial_1,CP020557.1||2_partial_1_27,597,,phrog_88,phrog,88,,major tail protein
CP020557.1||2_partial_1__00028,CP020557.1||2_partial_1,CP020557.1||2_partial_1_28,330,,phrog_78,phrog,78,,tail terminator
CP020557.1||2_partial_1__00029,CP020557.1||2_partial_1,CP020557.1||2_partial_1_29,393,,phrog_5,phrog,5,,tail completion or Neck1 protein
CP020557.1||2_partial_1__00030,CP020557.1||2_partial_1,CP020557.1||2_partial_1_30,321,,phrog_25,phrog,25,,head closure Hc1
CP020557.1||2_partial_1__00031,CP020557.1||2_partial_1,CP020557.1||2_partial_1_31,261,,phrog_40,phrog,40,,head-tail adaptor Ad1
CP020557.1||2_partial_1__00032,CP020557.1||2_partial_1,CP020557.1||2_partial_1_32,1143,,phrog_10,phrog,10,,major head protein
CP020557.1||2_partial_1__00033,CP020557.1||2_partial_1,CP020557.1||2_partial_1_33,717,,phrog_94,phrog,94,,head maturation protease
CP020557.1||2_partial_1__00034,CP020557.1||2_partial_1,CP020557.1||2_partial_1_34,1206,,phrog_12,phrog,12,,portal protein
CP020557.1||2_partial_1__00035,CP020557.1||2_partial_1,CP020557.1||2_partial_1_35,1743,,phrog_9,phrog,9,,terminase large subunit
CP020557.1||2_partial_1__00036,CP020557.1||2_partial_1,CP020557.1||2_partial_1_36,315,,phrog_361,phrog,361,,terminase small subunit
CP020557.1||2_partial_1__00037,CP020557.1||2_partial_1,CP020557.1||2_partial_1_37,342,,phrog_119,phrog,119,,HNH endonuclease
CP020557.1||2_partial_1__00038,CP020557.1||2_partial_1,CP020557.1||2_partial_1_38,351,,,,,,hypothetical protein
CP020557.1||2_partial_1__00039,CP020557.1||2_partial_1,CP020557.1||2_partial_1_39,273,,phrog_1315,phrog,1315,,hypothetical protein
CP020557.1||2_partial_1__00040,CP020557.1||2_partial_1,CP020557.1||2_partial_1_40,354,,phrog_497,phrog,497,,toxin-antitoxin system HicB-like protein
CP020557.1||2_partial_1__00041,CP020557.1||2_partial_1,CP020557.1||2_partial_1_41,225,,phrog_353,phrog,353,,toxin
CP020557.1||2_partial_1__00042,CP020557.1||2_partial_1,CP020557.1||2_partial_1_42,207,,phrog_1454,phrog,1454,,hypothetical protein
CP020557.1||2_partial_1__00043,CP020557.1||2_partial_1,CP020557.1||2_partial_1_43,624,,phrog_36,phrog,36,,transcriptional regulator
CP020557.1||2_partial_1__00044,CP020557.1||2_partial_1,CP020557.1||2_partial_1_44,255,,phrog_236,phrog,236,,nucleotide kinase
CP020557.1||2_partial_1__00045,CP020557.1||2_partial_1,CP020557.1||2_partial_1_45,1392,,phrog_62,phrog,62,,DNA helicase
CP020557.1||2_partial_1__00046,CP020557.1||2_partial_1,CP020557.1||2_partial_1_46,279,,phrog_93,phrog,93,,endonuclease
CP020557.1||2_partial_1__00047,CP020557.1||2_partial_1,CP020557.1||2_partial_1_47,2328,,phrog_256,phrog,256,,DNA helicase
CP020557.1||2_partial_1__00048,CP020557.1||2_partial_1,CP020557.1||2_partial_1_48,591,,phrog_26000,phrog,26000,,hypothetical protein
CP020557.1||2_partial_1__00049,CP020557.1||2_partial_1,CP020557.1||2_partial_1_49,519,,phrog_1065,phrog,1065,,hypothetical protein
CP020557.1||2_partial_1__00050,CP020557.1||2_partial_1,CP020557.1||2_partial_1_50,273,,,,,,hypothetical protein
CP020557.1||2_partial_1__00051,CP020557.1||2_partial_1,CP020557.1||2_partial_1_51,621,,phrog_111,phrog,111,,DNA methyltransferase
CP020557.1||2_partial_1__00052,CP020557.1||2_partial_1,CP020557.1||2_partial_1_52,360,,phrog_8,phrog,8,,transcriptional regulator
CP020557.1||2_partial_1__00053,CP020557.1||2_partial_1,CP020557.1||2_partial_1_53,381,,phrog_98,phrog,98,,hypothetical protein
CP020557.1||2_partial_1__00054,CP020557.1||2_partial_1,CP020557.1||2_partial_1_54,183,,phrog_7018,phrog,7018,,hypothetical protein
CP020557.1||2_partial_1__00055,CP020557.1||2_partial_1,CP020557.1||2_partial_1_55,1962,,phrog_17,phrog,17,,DNA polymerase
CP020557.1||2_partial_1__00056,CP020557.1||2_partial_1,CP020557.1||2_partial_1_56,501,,phrog_3301,phrog,3301,,pyrophosphatase
CP020557.1||2_partial_1__00057,CP020557.1||2_partial_1,CP020557.1||2_partial_1_57,600,,phrog_112,phrog,112,,Gp2.5-like ssDNA binding protein and ssDNA annealing protein
CP020557.1||2_partial_1__00058,CP020557.1||2_partial_1,CP020557.1||2_partial_1_58,1188,,phrog_69,phrog,69,,exonuclease
CP020557.1||2_partial_1__00059,CP020557.1||2_partial_1,CP020557.1||2_partial_1_59,387,,phrog_18562,phrog,18562,,hypothetical protein
CP020557.1||2_partial_1__00060,CP020557.1||2_partial_1,CP020557.1||2_partial_1_60,195,,,,,,hypothetical protein
CP020557.1||2_partial_1__00061,CP020557.1||2_partial_1,CP020557.1||2_partial_1_61,153,,,,,,hypothetical protein
CP020557.1||2_partial_1__00062,CP020557.1||2_partial_1,CP020557.1||2_partial_1_62,255,,phrog_4681,phrog,4681,,antitoxin from a toxin-antitoxin system
CP020557.1||2_partial_1__00063,CP020557.1||2_partial_1,CP020557.1||2_partial_1_63,321,,phrog_18759,phrog,18759,,hypothetical protein
CP020557.1||2_partial_1__00064,CP020557.1||2_partial_1,CP020557.1||2_partial_1_64,222,,phrog_31314,phrog,31314,,hypothetical protein
CP020557.1||2_partial_1__00065,CP020557.1||2_partial_1,CP020557.1||2_partial_1_65,426,,,,,,hypothetical protein
CP020557.1||2_partial_1__00066,CP020557.1||2_partial_1,CP020557.1||2_partial_1_66,276,,phrog_363,phrog,363,,DNA methyltransferase
CP020557.1||2_partial_1__00067,CP020557.1||2_partial_1,CP020557.1||2_partial_1_67,186,,,,,,hypothetical protein
CP020557.1||2_partial_1__00068,CP020557.1||2_partial_1,CP020557.1||2_partial_1_68,237,,phrog_30631,phrog,30631,,hypothetical protein
CP020557.1||2_partial_1__00069,CP020557.1||2_partial_1,CP020557.1||2_partial_1_69,384,,phrog_36416,phrog,36416,,hypothetical protein
CP020557.1||2_partial_1__00070,CP020557.1||2_partial_1,CP020557.1||2_partial_1_70,198,,phrog_26408,phrog,26408,,hypothetical protein
CP020557.1||2_partial_1__00071,CP020557.1||2_partial_1,CP020557.1||2_partial_1_71,219,,phrog_9497,phrog,9497,,hypothetical protein
CP020557.1||2_partial_1__00072,CP020557.1||2_partial_1,CP020557.1||2_partial_1_72,273,,phrog_13817,phrog,13817,,hypothetical protein
CP020557.1||2_partial_1__00073,CP020557.1||2_partial_1,CP020557.1||2_partial_1_73,195,,phrog_13275,phrog,13275,,hypothetical protein
CP020557.1||2_partial_1__00074,CP020557.1||2_partial_1,CP020557.1||2_partial_1_74,234,,phrog_10535,phrog,10535,,hypothetical protein
CP020557.1||2_partial_1__00075,CP020557.1||2_partial_1,CP020557.1||2_partial_1_75,156,,,,,,hypothetical protein
CP020557.1||2_partial_1__00076,CP020557.1||2_partial_1,CP020557.1||2_partial_1_76,216,,,,,,hypothetical protein
CP020557.1||2_partial_1__00077,CP020557.1||2_partial_1,CP020557.1||2_partial_1_77,294,,,,,,hypothetical protein
CP020557.1||2_partial_1__00078,CP020557.1||2_partial_1,CP020557.1||2_partial_1_78,294,,,,,,hypothetical protein
CP020557.1||2_partial_1__00079,CP020557.1||2_partial_1,CP020557.1||2_partial_1_79,825,,phrog_6486,phrog,6486,,hypothetical protein
CP020557.1||3_partial_1__00001,CP020557.1||3_partial_1,CP020557.1||3_partial_1_1,1467,,phrog_95,phrog,95,,integrase
CP020557.1||3_partial_1__00002,CP020557.1||3_partial_1,CP020557.1||3_partial_1_2,726,,phrog_37705,phrog,37705,,hypothetical protein
CP020557.1||3_partial_1__00003,CP020557.1||3_partial_1,CP020557.1||3_partial_1_3,279,,phrog_34197,phrog,34197,,hypothetical protein
CP020557.1||3_partial_1__00004,CP020557.1||3_partial_1,CP020557.1||3_partial_1_4,183,,,,,,hypothetical protein
CP020557.1||3_partial_1__00005,CP020557.1||3_partial_1,CP020557.1||3_partial_1_5,177,,,,,,hypothetical protein
CP020557.1||3_partial_1__00006,CP020557.1||3_partial_1,CP020557.1||3_partial_1_6,270,,phrog_13817,phrog,13817,,hypothetical protein
CP020557.1||3_partial_1__00007,CP020557.1||3_partial_1,CP020557.1||3_partial_1_7,354,,phrog_13601,phrog,13601,,hypothetical protein
CP020557.1||3_partial_1__00008,CP020557.1||3_partial_1,CP020557.1||3_partial_1_8,252,,phrog_10535,phrog,10535,,hypothetical protein
CP020557.1||3_partial_1__00009,CP020557.1||3_partial_1,CP020557.1||3_partial_1_9,153,,phrog_13275,phrog,13275,,hypothetical protein
CP020557.1||3_partial_1__00010,CP020557.1||3_partial_1,CP020557.1||3_partial_1_10,165,,,,,,hypothetical protein
CP020557.1||3_partial_1__00011,CP020557.1||3_partial_1,CP020557.1||3_partial_1_11,747,,phrog_130,phrog,130,,anti-repressor Ant
CP020557.1||3_partial_1__00012,CP020557.1||3_partial_1,CP020557.1||3_partial_1_12,261,,,,,,hypothetical protein
CP020557.1||3_partial_1__00013,CP020557.1||3_partial_1,CP020557.1||3_partial_1_13,192,,,,,,hypothetical protein
CP020557.1||3_partial_1__00014,CP020557.1||3_partial_1,CP020557.1||3_partial_1_14,264,,phrog_8406,phrog,8406,,hypothetical protein
CP020557.1||3_partial_1__00015,CP020557.1||3_partial_1,CP020557.1||3_partial_1_15,171,,,,,,hypothetical protein
CP020557.1||3_partial_1__00016,CP020557.1||3_partial_1,CP020557.1||3_partial_1_16,168,,phrog_12451,phrog,12451,,hypothetical protein
CP020557.1||3_partial_1__00017,CP020557.1||3_partial_1,CP020557.1||3_partial_1_17,891,,phrog_3657,phrog,3657,,hypothetical protein
CP020557.1||3_partial_1__00018,CP020557.1||3_partial_1,CP020557.1||3_partial_1_18,804,,phrog_1227,phrog,1227,,exonuclease
CP020557.1||3_partial_1__00019,CP020557.1||3_partial_1,CP020557.1||3_partial_1_19,408,,phrog_44,phrog,44,,single strand DNA binding protein
CP020557.1||3_partial_1__00020,CP020557.1||3_partial_1,CP020557.1||3_partial_1_20,336,,phrog_7370,phrog,7370,,HNH endonuclease
CP020557.1||3_partial_1__00021,CP020557.1||3_partial_1,CP020557.1||3_partial_1_21,900,,phrog_1163,phrog,1163,,hypothetical protein
CP020557.1||3_partial_1__00022,CP020557.1||3_partial_1,CP020557.1||3_partial_1_22,795,,phrog_50,phrog,50,,DnaC-like helicase loader
CP020557.1||3_partial_1__00023,CP020557.1||3_partial_1,CP020557.1||3_partial_1_23,210,,phrog_3356,phrog,3356,,transposase
CP020557.1||3_partial_1__00024,CP020557.1||3_partial_1,CP020557.1||3_partial_1_24,375,,phrog_34,phrog,34,,RusA-like Holliday junction resolvase
CP020557.1||3_partial_1__00025,CP020557.1||3_partial_1,CP020557.1||3_partial_1_25,369,,phrog_10273,phrog,10273,,hypothetical protein
CP020557.1||3_partial_1__00026,CP020557.1||3_partial_1,CP020557.1||3_partial_1_26,267,,phrog_13202,phrog,13202,,hypothetical protein
CP020557.1||3_partial_1__00027,CP020557.1||3_partial_1,CP020557.1||3_partial_1_27,930,,phrog_363,phrog,363,,DNA methyltransferase
CP020557.1||3_partial_1__00028,CP020557.1||3_partial_1,CP020557.1||3_partial_1_28,1101,,phrog_351,phrog,351,,RNA polymerase sigma factor
CP020557.1||3_partial_1__00029,CP020557.1||3_partial_1,CP020557.1||3_partial_1_29,165,,phrog_25160,phrog,25160,,hypothetical protein
CP020557.1||3_partial_1__00030,CP020557.1||3_partial_1,CP020557.1||3_partial_1_30,738,,,,,,hypothetical protein
CP020557.1||3_partial_1__00031,CP020557.1||3_partial_1,CP020557.1||3_partial_1_31,312,,phrog_30569,phrog,30569,,hypothetical protein
CP020557.1||3_partial_1__00032,CP020557.1||3_partial_1,CP020557.1||3_partial_1_32,159,,phrog_18759,phrog,18759,,hypothetical protein
CP020557.1||3_partial_1__00033,CP020557.1||3_partial_1,CP020557.1||3_partial_1_33,1296,,phrog_2199,phrog,2199,,transposase
CP020557.1||3_partial_1__00034,CP020557.1||3_partial_1,CP020557.1||3_partial_1_34,246,,,,,,hypothetical protein
CP020557.1||3_partial_1__00035,CP020557.1||3_partial_1,CP020557.1||3_partial_1_35,243,,,,,,hypothetical protein
CP020557.1||3_partial_1__00036,CP020557.1||3_partial_1,CP020557.1||3_partial_1_36,210,,,,,,hypothetical protein
CP020557.1||3_partial_1__00037,CP020557.1||3_partial_1,CP020557.1||3_partial_1_37,159,,phrog_18759,phrog,18759,,hypothetical protein
CP020557.1||3_partial_1__00038,CP020557.1||3_partial_1,CP020557.1||3_partial_1_38,192,,phrog_1455,phrog,1455,,hypothetical protein
CP020557.1||3_partial_1__00039,CP020557.1||3_partial_1,CP020557.1||3_partial_1_39,177,,phrog_19268,phrog,19268,,hypothetical protein
CP020557.1||3_partial_1__00040,CP020557.1||3_partial_1,CP020557.1||3_partial_1_40,543,,,,,,hypothetical protein
CP020557.1||3_partial_1__00041,CP020557.1||3_partial_1,CP020557.1||3_partial_1_41,594,,phrog_248,phrog,248,,transcriptional activator
CP020557.1||3_partial_1__00042,CP020557.1||3_partial_1,CP020557.1||3_partial_1_42,204,,phrog_1454,phrog,1454,,hypothetical protein
CP020557.1||3_partial_1__00043,CP020557.1||3_partial_1,CP020557.1||3_partial_1_43,288,,phrog_419,phrog,419,,hypothetical protein
CP020557.1||3_partial_1__00044,CP020557.1||3_partial_1,CP020557.1||3_partial_1_44,300,,,,,,hypothetical protein
CP020557.1||3_partial_1__00045,CP020557.1||3_partial_1,CP020557.1||3_partial_1_45,168,,,,,,hypothetical protein
CP020557.1||3_partial_1__00046,CP020557.1||3_partial_1,CP020557.1||3_partial_1_46,744,,phrog_509,phrog,509,,terminase small subunit
CP020557.1||3_partial_1__00047,CP020557.1||3_partial_1,CP020557.1||3_partial_1_47,1272,,phrog_3717,phrog,3717,,terminase large subunit
CP020557.1||3_partial_1__00048,CP020557.1||3_partial_1,CP020557.1||3_partial_1_48,1473,,phrog_64,phrog,64,,portal protein
CP020557.1||3_partial_1__00049,CP020557.1||3_partial_1,CP020557.1||3_partial_1_49,1020,,phrog_115,phrog,115,,minor head protein
CP020557.1||3_partial_1__00050,CP020557.1||3_partial_1,CP020557.1||3_partial_1_50,624,,phrog_194,phrog,194,,head scaffolding protein
CP020557.1||3_partial_1__00051,CP020557.1||3_partial_1,CP020557.1||3_partial_1_51,357,,phrog_909,phrog,909,,major head protein
CP020557.1||3_partial_1__00052,CP020557.1||3_partial_1,CP020557.1||3_partial_1_52,1047,,phrog_29,phrog,29,,major head protein
CP020557.1||3_partial_1__00053,CP020557.1||3_partial_1,CP020557.1||3_partial_1_53,240,,,,,,hypothetical protein
CP020557.1||3_partial_1__00054,CP020557.1||3_partial_1,CP020557.1||3_partial_1_54,372,,phrog_132,phrog,132,,head-tail adaptor
CP020557.1||3_partial_1__00055,CP020557.1||3_partial_1,CP020557.1||3_partial_1_55,360,,phrog_615,phrog,615,,head-tail adaptor
CP020557.1||3_partial_1__00056,CP020557.1||3_partial_1,CP020557.1||3_partial_1_56,414,,phrog_5,phrog,5,,tail completion or Neck1 protein
CP020557.1||3_partial_1__00057,CP020557.1||3_partial_1,CP020557.1||3_partial_1_57,411,,phrog_525,phrog,525,,hypothetical protein
CP020557.1||3_partial_1__00058,CP020557.1||3_partial_1,CP020557.1||3_partial_1_58,183,,phrog_966,phrog,966,,hypothetical protein
CP020557.1||3_partial_1__00059,CP020557.1||3_partial_1,CP020557.1||3_partial_1_59,1332,,phrog_279,phrog,279,,tail sheath
